book,gross_sharpe,gross_naive_tstat,gross_hac_tstat,net_sharpe_10bp,breakeven_bp,annual_turnover,beta,max_drawdown
composite,0.29690024741742227,0.9379491276459734,1.0050458394587674,0.16310817997547883,22.178449418483847,5.642751407295469,-0.18720215902390644,-0.22851677349940125
composite__decile,0.29709551571502346,0.9385660073252095,0.9926069381716217,0.15508868656059602,20.906129106466047,8.273971898209348,-0.2658486804392554,-0.3246345800211513
gbm__decile,0.09927195823127831,0.31361390713772486,0.3206837584206365,-0.06883097100009197,5.903015607639343,8.102893028953874,-0.22016828037683217,-0.31324899533299877
gbm,0.09848866097195405,0.3111393622780914,0.3154847532525707,-0.08550515499148018,5.350638283239917,5.465518738392725,-0.138498951199172,-0.21600151409179624
ridge__decile,0.09969727724803096,0.3149575489979269,0.30634984236723506,-0.12744821310184254,4.388204103317174,9.613125626252794,-0.20626507111376866,-0.2989668863052013
ols__decile,0.09570339638726405,0.3023403245197958,0.29434186553884584,-0.1316724201311691,4.208195276648137,9.607883048027656,-0.20568249659846838,-0.2983526144593378
ridge,0.0853195975538047,0.2695364614640624,0.2646095313191482,-0.16527936793221518,3.4039755804214145,6.81067919694872,-0.13553945417263344,-0.20624952841991606
ols,0.08371261959826373,0.26445979485749394,0.2595517937928875,-0.16721679956003166,3.335457985486703,6.807772633755451,-0.13519793642337316,-0.20611586718829877
