offset,rebalances,mean_turnover,mean_names_without_target,mean_names_without_any_return,gross_return_mean_period_return,gross_return_annualised_return,gross_return_annualised_volatility,gross_return_sharpe,gross_return_hit_rate,gross_return_max_drawdown,net_return_1bp_mean_period_return,net_return_1bp_annualised_return,net_return_1bp_annualised_volatility,net_return_1bp_sharpe,net_return_1bp_hit_rate,net_return_1bp_max_drawdown,net_return_5bp_mean_period_return,net_return_5bp_annualised_return,net_return_5bp_annualised_volatility,net_return_5bp_sharpe,net_return_5bp_hit_rate,net_return_5bp_max_drawdown,net_return_10bp_mean_period_return,net_return_10bp_annualised_return,net_return_10bp_annualised_volatility,net_return_10bp_sharpe,net_return_10bp_hit_rate,net_return_10bp_max_drawdown,net_return_20bp_mean_period_return,net_return_20bp_annualised_return,net_return_20bp_annualised_volatility,net_return_20bp_sharpe,net_return_20bp_hit_rate,net_return_20bp_max_drawdown
0,226,1.7534322319479356,0.8451327433628318,0.004424778761061947,-0.004010600932559898,-0.05053357175025471,0.16005527823157567,-0.3157257436842558,0.4690265486725664,-0.6824355045305585,-0.004361287378949484,-0.054952220974763495,0.16004666029893014,-0.34335125064231553,0.4690265486725664,-0.7067735072836558,-0.005764033164507833,-0.07262681787279869,0.16001250601827166,-0.45388213509077546,0.4424778761061947,-0.7869088877384378,-0.0075174653964557685,-0.09472006399534268,0.15997052780960325,-0.5921094672393555,0.41150442477876104,-0.8571136466332882,-0.01102432986035164,-0.13890655624043066,0.1598889558958978,-0.8687689244207175,0.3805309734513274,-0.9358918515635267
1,226,1.7585118936522526,0.8716814159292036,0.008849557522123894,-0.0008221157997011759,-0.010358659076234816,0.17081619099746403,-0.060642138287632256,0.5,-0.474754418062873,-0.001173818178431627,-0.0147901090482385,0.1708116259765807,-0.08658725050873477,0.49557522123893805,-0.49621566508130255,-0.0025806276933534288,-0.0325159089362532,0.1707936714344574,-0.19038122819867648,0.4778761061946903,-0.5964421425370326,-0.004339139587005682,-0.05467315879627159,0.1707719159044428,-0.3201531030832056,0.4646017699115044,-0.7129310051566147,-0.007856163374310185,-0.09898765851630832,0.17073069810142402,-0.5797882842223481,0.42035398230088494,-0.8712048104911857
2,226,1.7527884735378336,0.7477876106194691,0.004424778761061947,0.0026064623525371357,0.03284142564196791,0.1803190771410716,0.1821295126542524,0.49557522123893805,-0.4962930832884225,0.0022559046578295686,0.028424398688652562,0.1803133090138666,0.1576389388232382,0.49557522123893805,-0.5040219687351619,0.0008536738789993026,0.010756290875391213,0.18029050948735317,0.05966088235024781,0.4778761061946903,-0.550287060207687,-0.0008991145945385323,-0.011328843891185507,0.18026262448268396,-0.06284632726111096,0.45132743362831856,-0.6423963531412993,-0.004404691541614199,-0.05549911342433891,0.180208903680309,-0.3079709841795301,0.40707964601769914,-0.8023090381269719
3,226,1.7555993805177506,0.8938053097345132,0.004424778761061947,0.004408937661411728,0.05555261453378777,0.1637655951387012,0.3392203013504608,0.5309734513274337,-0.3755720081321198,0.004057817785308177,0.05112850409488303,0.16376541698248714,0.3122057454923505,0.5132743362831859,-0.37681098488846376,0.002653338280893977,0.03343206233926411,0.1637649972391679,0.20414656918681348,0.5,-0.3967012198909957,0.0008977389003762264,0.011311510144740453,0.16376513154652184,0.06907154189612774,0.4911504424778761,-0.4416202223128822,-0.002613459860659276,-0.03292959424430687,0.1637675967648645,-0.20107515097499282,0.45132743362831856,-0.6216607817318209
4,226,1.7574375572756034,0.8230088495575221,0.017699115044247787,0.005125633685716511,0.06458298444002804,0.16824127318890786,0.38387122978742405,0.5353982300884956,-0.31990511469667027,0.00477414617426139,0.060154241795693515,0.16824867141330027,0.35753174922805514,0.5353982300884956,-0.32127468531891434,0.003368196128440907,0.04243927121835543,0.16827857614911668,0.25219651954238503,0.49557522123893805,-0.3465150284472096,0.0016107585711653037,0.020295557996682825,0.16831665839199506,0.12057961577050925,0.4690265486725664,-0.39140396735030625,-0.0019041165433859042,-0.02399186844666239,0.16839515860014295,-0.1424736236249611,0.4336283185840708,-0.5998475522245206
5,226,1.7528982814802179,0.7831858407079646,0.01327433628318584,0.007342939132822365,0.0925210330735618,0.17124224053198991,0.5402932873695837,0.5353982300884956,-0.32859271106722543,0.006992359476526323,0.08810372940423167,0.17125188893587473,0.5144686575528642,0.5265486725663717,-0.3314199193144226,0.005590040851342147,0.07043451472691105,0.17129078115226892,0.4111985143222524,0.5132743362831859,-0.34262089301859566,0.003837142569861929,0.0483479963802603,0.17134006789225675,0.2821756578890982,0.49557522123893805,-0.38467988074442305,0.00033134600690149234,0.004174959686958803,0.17144087714763567,0.024352183425680636,0.4557522123893805,-0.5365072684250147
6,226,1.749993506103733,0.9469026548672567,0.004424778761061947,0.0064069269804901815,0.08072727995417628,0.17581329511373314,0.45916481971374257,0.5398230088495575,-0.2571779298397182,0.006056928279269434,0.07631729631879486,0.17581960649534778,0.43406590334289163,0.5353982300884956,-0.2640487545118839,0.004656933474386449,0.05867736177726925,0.17584514613216887,0.33368769663489106,0.5,-0.292125561645015,0.0029069399682827165,0.03662744360036223,0.17587773218516967,0.20825515058267688,0.4911504424778761,-0.3396647751155566,-0.0005930470439247507,-0.0074723927534518595,0.17594510775206218,-0.04247002288908075,0.4424778761061947,-0.5802421710406218
7,226,1.757413910940807,0.8451327433628318,0.008849557522123894,0.002225839057575458,0.028045572125450773,0.1515556246761807,0.18505134458304645,0.5221238938053098,-0.45501665214896003,0.0018743562753872978,0.02361688906987995,0.1515596815735813,0.15582567094807534,0.5221238938053098,-0.4633576161385856,0.000468425146634651,0.005902156847596603,0.1515762838898215,0.03893852452463336,0.5088495575221239,-0.49566438805212265,-0.0012889887643061555,-0.01624125843025756,0.15159787968713287,-0.10713380994362329,0.48672566371681414,-0.5339619418539117,-0.004803816586187771,-0.060528088985965914,0.15164387941485208,-0.39914627098387034,0.46017699115044247,-0.7425181270687605
8,225,1.755861523889721,0.7644444444444445,0.0044444444444444444,0.0007551430886770023,0.009514802917330228,0.14468163673443324,0.06576372186606437,0.4888888888888889,-0.43552655729522016,0.00040397078389905745,0.005090031877128124,0.1446804595350894,0.03518119788590827,0.4888888888888889,-0.4447214381495709,-0.0010007184352127194,-0.012609052283680264,0.1446760915097932,-0.08715366963605563,0.48,-0.4800580074030556,-0.0027565799591024397,-0.03473290748469074,0.1446713982714192,-0.2400813699161741,0.4666666666666667,-0.5831790319190723,-0.006268303006881882,-0.07898061788671171,0.14466456807010009,-0.5459568914514028,0.4177777777777778,-0.80743132114462
9,225,1.7606328206307833,0.8844444444444445,0.008888888888888889,7.814099351823083e-05,0.0009845765183297084,0.16900354014179617,0.005825774522259333,0.4888888888888889,-0.4358157146597714,-0.00027398557060792655,-0.0034522181896598746,0.16899821612840102,-0.02042754218800131,0.4888888888888889,-0.44075369736668024,-0.0016824918271125513,-0.021199397021618147,0.16897721241769192,-0.1254571354225901,0.48,-0.5196774174359644,-0.0034431246477433348,-0.04338337056156601,0.1689516157540599,-0.25677985006499426,0.4533333333333333,-0.6669336570721891,-0.006964390289004901,-0.08775131764146174,0.16890261692819863,-0.5195379398932894,0.40444444444444444,-0.8467915494483993
