weighting,tercile,mean_trailing_vol,days,gross_sharpe,hac_t
rank,low,0.07555137747638402,832,1.335512106602387,2.390741906094627
rank,mid,0.12398202811575378,831,0.2439229126544588,0.45904222064861905
rank,high,0.23966014059800042,832,-0.12049659730779369,-0.2507797258133638
decile,low,0.07555137747638402,832,1.3630702539085209,2.4195970480925233
decile,mid,0.12398202811575378,831,0.20782105111406482,0.3936429698500726
decile,high,0.23966014059800042,832,-0.11647455244366468,-0.23629154118134246
