name,weighting,raw_beta,neutral_beta,raw_net_sharpe_10bp,neutral_net_sharpe_10bp,raw_gross_sharpe,neutral_gross_sharpe,raw_exposure_sector,neutral_exposure_sector,beta_materially_closer_to_zero,net_sharpe_no_worse,w5_003_verdict
ols,rank,-0.22214422335416736,-0.05442220774653084,-0.1679870971198265,-0.36630432612427016,0.012415550975104973,0.07909904782948748,0.2170400003016485,0.026719168268315652,True,False,FAIL
ols,decile,-0.32964380914085506,-0.07478240563824018,-0.18893116478090735,-0.29930411059691864,-0.006226381065872568,0.10880201195528325,0.3125849533500084,0.06712051751998291,True,False,FAIL
ridge,rank,-0.22226006707143206,-0.054417266423014476,-0.1675028245761404,-0.3657443696506898,0.012810394367595804,0.07985352103871449,0.21713855532501342,0.026711706185188804,True,False,FAIL
ridge,decile,-0.32987285033602187,-0.07475778374436179,-0.18888526158063262,-0.29908036653390463,-0.006219551542104332,0.10918278358836542,0.3127566761408902,0.0671566020456206,True,False,FAIL
gbm,rank,-0.07341612435323441,0.019944790402408805,-0.23754353177067392,-0.5282830516515479,0.17828167920288276,0.11977430790104071,0.14996036367456936,0.08602141081317305,True,False,FAIL
gbm,decile,-0.13582941474825458,-0.005491478324482796,-0.042299863769196824,-0.25654802092601087,0.29415491565714336,0.37904699375091294,0.18997599281697541,0.11549946618603549,True,False,FAIL
composite,rank,-0.18857610513508208,-0.041230509400295275,0.1255552893088882,0.028562296423905086,0.28050501303932274,0.3409642497877838,0.21140764965461611,0.03202830518990293,True,False,FAIL
composite,decile,-0.2704739233388408,-0.055655963938039635,0.11505064891748816,0.1304375145692754,0.28649683547873167,0.4678223402162027,0.2790873700202863,0.0808687375367158,True,True,PASS
