horizon_days,cutoff_date,weighting,days,gross_sharpe,hac_t,net_sharpe_10bp,annual_turnover,breakeven_bp
5,2023-12-21,rank,2515,0.35383904041799563,1.1816540097550716,-0.026167439779955125,16.30012476647567,9.311402887567057
5,2023-12-21,decile,2515,0.35931440106727935,1.1869794933391882,-0.0873633848866506,26.701295721495054,8.044122983043291
10,2023-12-14,rank,2515,0.30932831065554695,1.048048412115207,0.07805685844373811,9.814803608719455,13.375291617448179
10,2023-12-14,decile,2515,0.31295351112109016,1.0398481521384255,0.04605934357452608,15.732267588238381,11.725860935016101
20,2023-11-30,rank,2515,0.28050501303932274,0.9582182055146305,0.12555528930888826,6.413938300680762,18.103626154008058
20,2023-11-30,decile,2515,0.2864968354787316,0.9597276029309045,0.11505064891748823,9.82051726244498,16.710885412678948
40,2023-11-01,rank,2515,0.29029149707703467,0.992986253188757,0.183537592035599,4.226733755664464,27.19448296794231
40,2023-11-01,decile,2515,0.2988739819086613,1.005425143266425,0.1864630905937975,6.144944403948787,26.589139349109686
