offset,rebalances,mean_turnover,gross_return_mean_period_return,gross_return_annualised_return,gross_return_annualised_volatility,gross_return_sharpe,gross_return_hit_rate,gross_return_max_drawdown,net_return_1bp_mean_period_return,net_return_1bp_annualised_return,net_return_1bp_annualised_volatility,net_return_1bp_sharpe,net_return_1bp_hit_rate,net_return_1bp_max_drawdown,net_return_5bp_mean_period_return,net_return_5bp_annualised_return,net_return_5bp_annualised_volatility,net_return_5bp_sharpe,net_return_5bp_hit_rate,net_return_5bp_max_drawdown,net_return_10bp_mean_period_return,net_return_10bp_annualised_return,net_return_10bp_annualised_volatility,net_return_10bp_sharpe,net_return_10bp_hit_rate,net_return_10bp_max_drawdown,net_return_20bp_mean_period_return,net_return_20bp_annualised_return,net_return_20bp_annualised_volatility,net_return_20bp_sharpe,net_return_20bp_hit_rate,net_return_20bp_max_drawdown
0,226,1.2187547616531995,0.00455771500344579,0.05742720904341695,0.26847361746191006,0.21390261578147243,0.5707964601769911,-0.6568818305838842,0.004313964051115149,0.05435594704405088,0.2684703064175143,0.20246539652515125,0.5663716814159292,-0.6693951560749207,0.0033389602417925887,0.04207089904658662,0.26845735321125397,0.15671352839972413,0.5486725663716814,-0.715074993210135,0.002120205480139392,0.026714589049756335,0.2684418164671722,0.09951724139455476,0.5442477876106194,-0.7634539571703116,-0.00031730404316700813,-0.0039980309439043024,0.268412925998146,-0.0148950760438859,0.5265486725663717,-0.8370780166836022
1,226,1.219381187010445,0.0035182490385112187,0.04432993788524135,0.2688769932246304,0.16487069925021955,0.5707964601769911,-0.6685854107010055,0.003274372801109131,0.04125709729397505,0.26886691425643877,0.15344802616593067,0.5619469026548672,-0.6809164165718928,0.002298867851500775,0.02896573492890976,0.2688268783003667,0.10774865635476245,0.5619469026548672,-0.7258459660657941,0.0010794866644903297,0.013601531972578153,0.2687774634017189,0.05060518021278108,0.5398230088495575,-0.7732670852087518,-0.0013592757095305607,-0.017126873940085063,0.2686807352207567,-0.06374433182197851,0.5265486725663717,-0.8450312530503377
2,226,1.2163802313425383,0.0031661339616931676,0.03989328791733391,0.2757922839087162,0.1446497608705329,0.5619469026548672,-0.6898895603183717,0.0029228579154246597,0.036828009734350714,0.2757824197890193,0.13354009208609127,0.5619469026548672,-0.7011557663155339,0.0019497537303506287,0.02456689700241792,0.2757432373141413,0.08909337992006677,0.5486725663716814,-0.7428349933895155,0.0007333734990080899,0.009240506087501932,0.27569487594777836,0.03351714846253527,0.5442477876106194,-0.7872315270891508,-0.0016993869636769872,-0.02141227574233004,0.2756002103374747,-0.07769324891338267,0.5265486725663717,-0.854457717406897
3,226,1.2180458328172103,0.0029198131930975313,0.03678964623302889,0.2842062886828039,0.12944698163976578,0.5398230088495575,-0.7188770905475268,0.002676204026534088,0.03372017073432951,0.2841968152342377,0.11865076920913781,0.5398230088495575,-0.7293246543255911,0.00170176736028032,0.02144226873953203,0.2841591976996484,0.07545864752263327,0.5353982300884956,-0.767395872531268,0.0004837215274631103,0.0060948912460351895,0.28411279757082725,0.021452364336090064,0.5265486725663717,-0.8075864653791347,-0.0019523701381713105,-0.024599863740958513,0.2840220712255092,-0.0866125073830146,0.5176991150442478,-0.8684284358886112
4,226,1.2172918292282648,0.0034376266013153656,0.04331409517657361,0.2725750811977958,0.1589070247589598,0.5309734513274337,-0.7149818762892151,0.0031941682354697117,0.040246519766918364,0.2725697399425566,0.1476558614885138,0.5265486725663717,-0.7206301684706413,0.0022203347720871004,0.027976218128297464,0.27254864963701286,0.10264669505997147,0.5176991150442478,-0.7598980492625647,0.0010030429428588361,0.012638341080021334,0.2725229049837273,0.04637533524301742,0.5176991150442478,-0.8013569602347709,-0.0014315407155976942,-0.018037413016530945,0.2724734771732826,-0.06619878457035967,0.504424778761062,-0.8641313889832261
5,226,1.2212792551262066,0.00219205094628136,0.02761984192314514,0.28463013097882933,0.0970376601667639,0.5132743362831859,-0.7749178759257496,0.0019477950952561196,0.024542218200227107,0.28462588161505026,0.08622623515812196,0.5132743362831859,-0.7833308413207408,0.0009707716911551537,0.012231723308554935,0.2846091401444435,0.04297726806084707,0.5088495575221239,-0.8139713668574138,-0.00025050756397105027,-0.0031563953060352334,0.284588789355519,-0.011091073942804352,0.5,-0.8462857080824827,-0.0026930660742234647,-0.033932632535215654,0.28455000845904155,-0.1192501547231546,0.49557522123893805,-0.8951257009539314
6,226,1.2199842724077914,0.002025617158870694,0.025522776201770743,0.28416212598550855,0.08981765642854296,0.5353982300884956,-0.7860639185372029,0.0017816203043891368,0.02244841583530312,0.2841572933510538,0.07899996361370845,0.5353982300884956,-0.7940409373475542,0.0008056328864629039,0.010150974369432589,0.284138235989592,0.03572547824856779,0.5221238938053098,-0.8231003515088613,-0.00041435138594488844,-0.005220827462905594,0.2841150290370469,-0.01837575252742026,0.5176991150442478,-0.853759991195799,-0.0028543199307604714,-0.035964431127581936,0.2840706649267529,-0.12660381928861011,0.4911504424778761,-0.9001305829098298
7,226,1.2195035555610183,0.001184411361618602,0.014923583156394386,0.289537659318426,0.051542805145018515,0.5176991150442478,-0.8519730298568027,0.0009405106505063975,0.011850434196380608,0.28953315199981844,0.04092945527836495,0.5176991150442478,-0.8575006852820456,-3.509219394241703e-05,-0.0004421616436744546,0.28951538018156453,-0.001527247510640577,0.5176991150442478,-0.8776345515725736,-0.0012545957495034349,-0.01580790644374328,0.289493744773534,-0.054605347193631186,0.5132743362831859,-0.898871767246687,-0.0036936028606254713,-0.04653939604388094,0.2894524057170642,-0.16078427791466543,0.5088495575221239,-0.9309783196883045
8,226,1.220726046747434,0.0027571353786453295,0.034739905770931154,0.2753789572725419,0.12615308778495063,0.504424778761062,-0.7800947223387031,0.002512990169295844,0.031663676133127636,0.2753722327390219,0.11498499982435123,0.5,-0.7882785383306304,0.0015364093318978958,0.019358757581913487,0.2753456194415454,0.07030712027006938,0.49557522123893805,-0.8180966742509844,0.0003156832851504611,0.00397760939289581,0.27531299385627267,0.014447590493939143,0.4911504424778761,-0.8495671970753964,-0.0021257688083444054,-0.026784686985139507,0.2752498804304461,-0.0973104400381668,0.47345132743362833,-0.8971898294790793
9,225,1.2232412460006183,0.0032455337332108316,0.04089372503845648,0.255381164963239,0.16012819521887198,0.5111111111111111,-0.7224933301978224,0.003000885484010707,0.03781115709853491,0.25537166584571963,0.14806324332542892,0.5111111111111111,-0.732827466109941,0.0020222924872102133,0.025480885338848687,0.25533396390528185,0.09979434364752597,0.5022222222222222,-0.7704780860763052,0.000799051241209596,0.01006804563924091,0.2552874994153307,0.03943806752112476,0.49777777777777776,-0.8102106828066871,-0.001647431250791638,-0.02075763375997464,0.25519678174238053,-0.08133971603501387,0.47555555555555556,-0.8703249104962854
