year,dates,mean_names,ic_pearson,ic_spearman,icir_spearman
2006,250,1703.596,-0.004053163303334133,-0.0036022941549927047,-0.028928557688754266
2007,251,1817.988047808765,0.09420382501437488,0.09327980920566067,0.7929255206809789
2008,253,1610.6758893280632,0.03867133778618215,0.038036504023188235,0.1457086344482252
2009,252,1332.4166666666667,-0.14653961837151785,-0.14241561006472625,-0.5637267312389833
2010,252,1416.3809523809523,-0.02545085844928093,-0.028515397172417693,-0.2181815069402392
2011,252,1484.5039682539682,0.05183253391403519,0.050850859750990386,0.2505306721003278
2012,250,1390.436,0.01727607348975174,0.010006169288395867,0.050031185810778096
2013,252,1503.4960317460318,0.014210246674463486,-0.0001968688965139525,-0.0020600802909814904
2014,252,1628.8809523809523,0.0519125289706087,0.04706521442004038,0.36315930441882555
2015,252,1662.5277777777778,0.08204212522818033,0.08410062065067538,0.4461601585154984
2016,252,1605.7539682539682,-0.06585310701283471,-0.06206188549142778,-0.3681158294010495
2017,251,1651.0079681274901,0.017664094048697863,0.01694303695644695,0.11687971228568973
2018,251,1714.804780876494,0.03234174244963369,0.030533573936400587,0.215285740077175
2019,252,1651.1587301587301,0.024329028759682098,0.021736509504296606,0.10549801063653698
2020,253,1702.1699604743083,-0.048708737004864805,-0.035915219676694116,-0.14532679910372906
2021,252,1934.5396825396826,0.09328738189924657,0.08116039297625367,0.3897296698176731
2022,251,1849.9282868525897,0.05985025822169366,0.06365539686035435,0.2648841559012372
2023,230,1797.4304347826087,0.006364415549292199,0.011174552377494151,0.05298370249865509
