date,gross_return,turnover,names_without_target,net_return_1bp,net_return_5bp,net_return_10bp,net_return_20bp,offset
2006-01-04,0.0007626283115591726,0.9999999999999986,5,0.0005626283115591729,-0.00023737168844082594,-0.0012373716884408244,-0.0032373716884408214,0
2006-02-02,0.038341922919788114,1.2371528028513221,2,0.03809449235921785,0.03710477011693679,0.03586761731408547,0.033393311708382827,0
2006-03-03,-0.0025423475003202396,1.2178317503687623,5,-0.002785913850393992,-0.003760179250689002,-0.004978011001057764,-0.007413674501795289,0
2006-03-31,0.03815198908156986,1.1388397455899706,4,0.03792422113245186,0.03701314933597989,0.03587430959038992,0.033596630099209976,0
2006-05-01,0.021756325057154823,1.2137713334438975,4,0.021513570790466043,0.020542553723710926,0.019328782390267026,0.016901239723379233,0
2006-05-30,0.03790993713537918,1.0627659898410282,5,0.03769738393741097,0.03684717114553815,0.03578440515569712,0.03365887317601506,0
2006-06-27,0.052277721312136406,0.9192054432721612,5,0.05209388022348197,0.051358515868864245,0.050439310425592083,0.04860089953904776,0
2006-07-26,-0.01809152955664856,0.8766903942299336,4,-0.018266867635494545,-0.018968219950878492,-0.019844910345108425,-0.021598291133568294,0
2006-08-23,-0.05754825665820842,0.8961556017816983,5,-0.057727487778564755,-0.058444412259990114,-0.05934056786177182,-0.06113287906533521,0
2006-09-21,-0.049466434262529786,1.1362974768126766,1,-0.04969369375789232,-0.05060273173934246,-0.05173902921615514,-0.05401162416978049,0
2006-10-19,-0.019467850500916258,1.1711282703640085,8,-0.01970207615498906,-0.020638978771280268,-0.021810107041644274,-0.024152363582372292,0
2006-11-16,0.00796944342242586,1.189778440198713,3,0.007731487734386117,0.006779664982227146,0.005589886542028433,0.0032103296616310074,0
2006-12-15,0.025621479146625846,1.0739899710455345,4,0.02540668115241674,0.024547489175580313,0.023473499204534776,0.021325519262443707,0
2007-01-18,-0.02923289930050068,1.1277875728986024,9,-0.0294584568150804,-0.03036068687339928,-0.03148847444629788,-0.033744049592095086,0
2007-02-15,0.02689620874697724,1.2341466625726798,1,0.0266493794144627,0.02566206208440456,0.02442791542183188,0.021959622096686518,0
2007-03-16,-0.0077217603087594636,1.1150316111016465,11,-0.007944766630979793,-0.008836791919861111,-0.009951823530962757,-0.01218188675316605,0
2007-04-16,0.02035638425000432,1.1293792182373596,5,0.02013050840635685,0.019227005031766962,0.0180976258135296,0.015838867377054883,0
2007-05-14,0.0022033827329132998,1.1057770038300259,5,0.0019822273321472945,0.0010976057290832738,-8.171274746752218e-06,-0.002219725282406804,0
2007-06-12,0.012865022059432303,1.1245069414178706,7,0.01264012067114873,0.011740515118014433,0.010616008176596562,0.00836699429376082,0
2007-07-11,0.05805699132037258,1.0884165012421283,5,0.05783930802012415,0.05696857481913045,0.05588015831788832,0.05370332531540407,0
2007-08-08,0.018489194111687278,1.1742058864262235,9,0.018254352934402033,0.017314988225261056,0.01614078233883483,0.013792370565982384,0
2007-09-06,0.028191462348307036,0.891515109861675,12,0.0280131593263347,0.027299947238445362,0.026408432128583688,0.024625401908860336,0
2007-10-04,0.08870742143661495,1.0693481686385744,9,0.08849355180288723,0.08763807326797637,0.0865687250993378,0.08443002876206065,0
2007-11-01,0.046973569050472376,1.0826754377662746,5,0.04675703396291912,0.0458908936127061,0.04480821817493982,0.04264286729940728,0
2007-11-30,0.03768504939405153,1.0237660316054564,8,0.03748029618773044,0.036661283362446076,0.03563751733084062,0.033589985267629706,0
2007-12-31,-0.06723567424879615,1.0205229855842273,7,-0.06743977884591298,-0.06825619723438037,-0.0692767202199646,-0.07131776619113306,0
2008-01-30,0.03084797701057292,1.0895502536178143,4,0.030630066959849357,0.029758426756955104,0.02866887650333729,0.026489775996101663,0
2008-02-28,0.07310107381092952,0.9436699784184708,5,0.07291233981524582,0.07215740383251106,0.07121373385409258,0.06932639389725563,0
2008-03-28,-0.008821359130657161,0.7823877808783883,4,-0.008977836686832838,-0.00960374691153555,-0.010386134692413939,-0.011950910254170714,0
2008-04-25,0.01889931002044167,0.9064312028454966,3,0.018718023779872573,0.017992878817596175,0.01708644761475068,0.015273585209059685,0
2008-05-23,0.16664309539754205,0.8675132814590151,6,0.16646959274125026,0.16577558211608304,0.16490806883462403,0.16317304227170598,0
2008-06-23,-0.09013250859857522,0.9189773698946013,2,-0.09031630407255414,-0.09105148596846982,-0.09197046333836442,-0.09380841807815363,0
2008-07-22,-0.012534009209229695,1.1090224287392054,9,-0.012755813694977535,-0.0136430316379689,-0.014752054066708105,-0.016970098924186515,0
2008-08-19,0.01228202161495339,0.9334285399303072,4,0.012095335906967328,0.011348593075023082,0.010415164535092775,0.00854830745523216,0
2008-09-17,0.16743368201268793,0.9245774251031236,4,0.16724876652766732,0.1665091045875848,0.16558452716248168,0.16373537231227545,0
2008-10-15,0.1582226375989716,0.9062090891707277,7,0.15804139578113746,0.15731642850980088,0.15641021942063013,0.1545978012422887,0
2008-11-12,-0.09269002061338404,0.9197316791811354,5,-0.09287396694922026,-0.09360975229256517,-0.0945294839717463,-0.09636894733010858,0
2008-12-11,-0.10494324558858703,0.8082507434726066,8,-0.10510489573728156,-0.10575149633205964,-0.10655974707553224,-0.10817624856247746,0
2009-01-12,0.04918093757491165,0.7640409665902488,4,0.0490281293815936,0.0484168966083214,0.04765285564173115,0.04612477370855065,0
2009-02-10,0.09720532102609689,0.6976660450834724,1,0.0970657878170802,0.09650765498101341,0.09580998893592994,0.094414656845763,0
2009-03-11,-0.29318809087099534,0.8161633524062255,4,-0.2933513235414766,-0.2940042542234016,-0.2948204175758078,-0.29645274428062024,0
2009-04-08,-0.38363655320814005,1.3709841225476895,1,-0.3839107500326496,-0.38500753733068777,-0.3863785214532354,-0.3891204896983308,0
2009-05-07,-0.08409369235642716,1.8871338588949522,0,-0.08447111912820615,-0.08598082621532212,-0.08786796007421707,-0.09164222779200697,0
2009-06-05,0.08541595283834297,0.8601546082995155,3,0.08524392191668306,0.08455579823004346,0.08369564362174393,0.0819753344051449,0
2009-07-06,-0.19967060671845155,0.7824258196676155,3,-0.19982709188238507,-0.20045303253811916,-0.20123545835778678,-0.202800309997122,0
2009-08-03,-0.06236233861460548,1.235076202846759,1,-0.06260935385517483,-0.06359741481745224,-0.064832491020299,-0.06730264342599251,0
2009-08-31,-0.10576394352162118,0.8716353799052782,2,-0.10593827059760223,-0.10663557890152646,-0.10750721428143173,-0.1092504850412423,0
2009-09-29,0.032482172143405964,1.3297648006506209,4,0.03221621918327584,0.031152407342755345,0.029822642542104722,0.02716311294080348,0
2009-10-27,0.01721216214726059,1.3366065217535201,5,0.016944840842909883,0.01587555562550707,0.014538949103753548,0.011865736060246507,0
2009-11-24,-0.05064522623061021,1.2434296501137185,4,-0.05089391216063296,-0.05188865588072393,-0.05313208553083765,-0.05561894483106509,0
2009-12-23,-0.06256506267643164,1.3387846717704215,0,-0.06283281961078573,-0.06390384734820206,-0.06524263201997248,-0.06792020136351333,0
2010-01-25,0.022114796312142738,1.363162292728683,5,0.021842163853597,0.020751634019414055,0.019388471726685372,0.016662147141228004,0
2010-02-23,-0.02128567637817414,1.105612358031259,4,-0.021506798849780392,-0.0223912887362054,-0.02349690109423666,-0.025708125810299177,0
2010-03-23,-0.02315386675947171,1.3550703504978976,0,-0.02342488082957129,-0.024508937109969608,-0.025864007460467506,-0.0285741481614633,0
2010-04-21,0.03218989444520679,1.2094320063712114,0,0.03194800804393255,0.03098046243883558,0.02977103043246437,0.027352166419721945,0
2010-05-19,0.01188413193112247,1.2475832022814257,4,0.011634615290666185,0.010636548728841044,0.009388965526559618,0.006893799121996767,0
2010-06-17,0.02464937887067416,0.9888804158388492,3,0.02445160278750639,0.02366049845483531,0.022671618038996463,0.020693857207318762,0
2010-07-16,0.002442184195969043,0.9233855844276958,8,0.002257507079083504,0.0015187986115413473,0.0005954130271136515,-0.00125135814174174,0
2010-08-13,-0.028429724290493365,0.9251176558127209,2,-0.02861474782165591,-0.029354841946306085,-0.03027995960211881,-0.03213019491374425,0
2010-09-13,-0.06040188979555898,0.8439452018208272,4,-0.060570678835923146,-0.06124583499737981,-0.06208978019920063,-0.06377767060284228,0
2010-10-11,-0.017848942748755543,1.236950566538493,2,-0.018096332862063243,-0.019085893315294037,-0.02032284388183253,-0.022796745014909515,0
2010-11-08,0.036675888786152515,1.2481124295645316,4,0.03642626630023961,0.03542777635658798,0.03417966392702345,0.031683439067894385,0
2010-12-07,-0.06382964421823357,1.160275325784003,0,-0.06406169928339038,-0.06498991954401757,-0.06615019486980159,-0.06847074552136959,0
2011-01-05,0.007107362006901435,1.2031135751849935,5,0.0068667392918644364,0.005904248431716441,0.004701134856531447,0.0022949077061614606,0
2011-02-03,0.048972477925126635,1.2606704966135325,1,0.04872034382580393,0.0477118074285131,0.04645113693189957,0.04392979593867251,0
