year,dates,mean_names,ic_pearson,ic_spearman,icir_spearman
2006,251,1703.980079681275,-0.003950585138402706,-0.0032956921006987864,-0.026603244714471154
2007,251,1817.8725099601593,0.09372824010679214,0.09219910155742024,0.772517331932976
2008,253,1609.0158102766798,0.037883305078030824,0.036583042421942255,0.13932670835424618
2009,252,1331.0515873015872,-0.146867931471189,-0.14280716421709752,-0.5633463399798225
2010,252,1416.4007936507937,-0.026521872198318346,-0.029824322645271517,-0.22862544091970327
2011,252,1484.2698412698412,0.05042327254721382,0.049541550122168224,0.24332286218505378
2012,250,1390.436,0.01629753549400475,0.009221132939060449,0.0459506626419915
2013,252,1504.6825396825398,0.014885763929777335,0.0003768491134620777,0.003939246800602258
2014,252,1629.1626984126983,0.05237668470324157,0.04768579121681569,0.36883031251572723
2015,252,1662.7619047619048,0.081778630285297,0.08399393478985383,0.4418196297868153
2016,252,1606.234126984127,-0.06611109574901627,-0.06293227970620735,-0.37005208802186695
2017,251,1651.3625498007968,0.017627973547863572,0.01729325840374365,0.1189226988694172
2018,251,1714.988047808765,0.03149712162069084,0.030164054697888174,0.21181852019018102
2019,252,1651.345238095238,0.024227029215924602,0.021655545228702354,0.10482303304514806
2020,253,1702.3596837944665,-0.04938652568214185,-0.037185730477889985,-0.14897424174547944
2021,252,1935.1468253968253,0.09287375364322634,0.08322112955845838,0.3970766547426144
2022,251,1849.8844621513945,0.059414076075448866,0.06331856934920066,0.262475951713622
2023,230,1797.2652173913043,0.0064896885371109915,0.01135436128013378,0.05421789583785185
