offset,rebalances,mean_turnover,gross_return_mean_period_return,gross_return_annualised_return,gross_return_annualised_volatility,gross_return_sharpe,gross_return_hit_rate,gross_return_max_drawdown,net_return_1bp_mean_period_return,net_return_1bp_annualised_return,net_return_1bp_annualised_volatility,net_return_1bp_sharpe,net_return_1bp_hit_rate,net_return_1bp_max_drawdown,net_return_5bp_mean_period_return,net_return_5bp_annualised_return,net_return_5bp_annualised_volatility,net_return_5bp_sharpe,net_return_5bp_hit_rate,net_return_5bp_max_drawdown,net_return_10bp_mean_period_return,net_return_10bp_annualised_return,net_return_10bp_annualised_volatility,net_return_10bp_sharpe,net_return_10bp_hit_rate,net_return_10bp_max_drawdown,net_return_20bp_mean_period_return,net_return_20bp_annualised_return,net_return_20bp_annualised_volatility,net_return_20bp_sharpe,net_return_20bp_hit_rate,net_return_20bp_max_drawdown
0,226,0.9976378975681601,0.0030538078279166996,0.03847797863175041,0.28130028196776974,0.13678613602015183,0.6061946902654868,-0.7676936866706117,0.0028542802484030666,0.03596393112987864,0.281277739119518,0.1278591446392321,0.6061946902654868,-0.7688336611512734,0.0020561699303485396,0.0259077411223916,0.28118799694847685,0.09213672490842052,0.6017699115044248,-0.7733403583966937,0.0010585320327803772,0.013337503613032752,0.28107678575348655,0.04745145913519225,0.5929203539823009,-0.789185913817191,-0.0009367437623559417,-0.011802971405684865,0.2808575899265239,-0.042024754996910295,0.5796460176991151,-0.8468728062116115
1,226,1.0012951641939047,0.0018584339341732486,0.023416267570582933,0.2775744478555466,0.08436031396798119,0.5796460176991151,-0.7799350260137549,0.0016581749013344672,0.020893003756814285,0.2775524380400674,0.07527587905316177,0.5796460176991151,-0.7811519266608136,0.0008571387699793434,0.010799948501739726,0.2774648101578702,0.038923669259517416,0.5619469026548672,-0.7996049554582999,-0.00014415639421456094,-0.0018163705671034678,0.27735620163920893,-0.006548873096647909,0.5530973451327433,-0.8297976711039659,-0.002146746722602369,-0.02704900870478985,0.277142076967335,-0.09759979069500135,0.5398230088495575,-0.8772847635573683
2,226,1.0025857826519462,0.0014693747980268883,0.018514122455138792,0.28801456998701186,0.0642818953776321,0.5619469026548672,-0.780738660219832,0.0012688576414964998,0.015987606282855896,0.28798827143607447,0.05551478260948801,0.5619469026548672,-0.7819396399776251,0.0004667890153749419,0.005881541593724267,0.28788347779748075,0.020430285331837605,0.5575221238938053,-0.7988297232798575,-0.0005357967672770063,-0.006751039267690279,0.28775338784014387,-0.023461198209908465,0.5530973451327433,-0.8283173043798908,-0.002540968332580899,-0.03201620099051932,0.2874962200536049,-0.1113621632470499,0.5353982300884956,-0.8750214514500265
3,226,0.9991093525009059,0.001198173362836079,0.015096984371734595,0.29628429717483246,0.050954385756144596,0.5707964601769911,-0.7853995844545422,0.0009983514923358988,0.012579228803432324,0.29625776778365237,0.04246041849818614,0.5707964601769911,-0.7865876152609487,0.00019906401033517373,0.002508206530223189,0.2961520462489865,0.008469320276498929,0.5663716814159292,-0.8074524716777705,-0.0008000453421657338,-0.010080571311288245,0.2960207861926794,-0.03405359279306427,0.5619469026548672,-0.8362397316333176,-0.0027982640471675433,-0.035258126994311044,0.2957612439557476,-0.11921145084034891,0.5442477876106194,-0.881606521763432
4,226,0.9994626574235859,0.0013406829714900518,0.01689260544077465,0.2868234849802403,0.058895475180278246,0.5575221238938053,-0.8036814069047613,0.0011407904400053365,0.01437395954406724,0.2867989498398976,0.05011859196866428,0.5575221238938053,-0.8098044082590949,0.0003412203140664653,0.004299375957237463,0.28670119065086586,0.014996017098767774,0.5530973451327433,-0.8324564473465892,-0.0006582423433571205,-0.008293853526299718,0.2865798504829815,-0.02894081182721619,0.5530973451327433,-0.8570375572641239,-0.0026571676582042934,-0.0334803124933741,0.28634003747419867,-0.11692501261333711,0.5442477876106194,-0.8963553351094765
5,226,0.9988528996700834,0.0005832198043761182,0.0073485695351390885,0.29869889765936813,0.024601930548532828,0.5309734513274337,-0.8391567221122072,0.0003834492244421031,0.0048314602279704985,0.29868013739336735,0.016176034570411942,0.5309734513274337,-0.8443021320618285,-0.00041563309529396477,-0.005236977000703956,0.29860548824940575,-0.01753811368774927,0.5265486725663717,-0.8632989530912586,-0.001414485994964048,-0.017822523536547005,0.29851305918968196,-0.059704334493527716,0.5265486725663717,-0.8838374591727473,-0.0034121917943042137,-0.042993616608233094,0.29833114575607506,-0.14411373810559502,0.5176991150442478,-0.9161641079244756
6,226,1.0034870790829453,0.00036390781710600857,0.004585238495535708,0.3036475099982471,0.015100530531477694,0.5530973451327433,-0.8446759865401159,0.00016321040128941975,0.0020564510562466887,0.3036256390256045,0.006772982225237144,0.5486725663716814,-0.8496477967321151,-0.000639579261976937,-0.008058698700909406,0.30353853086083016,-0.026549178709059026,0.5398230088495575,-0.868002788069907,-0.0016430663410598814,-0.020702635897354504,0.30343049164358366,-0.06822859424975751,0.5309734513274337,-0.8878456064366839,-0.0036500404992257734,-0.04599051029024474,0.30321723697969155,-0.1516751183024764,0.5176991150442478,-0.9190727374497536
7,226,1.0013194230075266,0.0006425715057520222,0.008096400972475479,0.3188186794183797,0.025395001909065452,0.5486725663716814,-0.889646647652279,0.00044230762115051765,0.005573076026496523,0.31879649147293077,0.017481610292344567,0.5486725663716814,-0.8931992479956563,-0.00035874791725550454,-0.004520223757419357,0.3187081046853608,-0.01418295829621864,0.5486725663716814,-0.9063087110673786,-0.0013600673402630328,-0.017136848487314213,0.31859844300654294,-0.05378823677101987,0.5309734513274337,-0.9204688509887194,-0.0033627061862780846,-0.04237009794710386,0.3183818625775028,-0.13307949643893374,0.5176991150442478,-0.9427222746721312
8,226,1.0037618247067142,0.00029305913184222754,0.003692545061212067,0.29810219906484836,0.012386842743178828,0.5486725663716814,-0.8787351607795828,9.230676690088322e-05,0.0011630652629511286,0.29807955031397365,0.0039018619751876532,0.5486725663716814,-0.8825179264045511,-0.0007107026928644866,-0.008954853930092531,0.2979893432925659,-0.030050920046830867,0.5398230088495575,-0.8965121162745238,-0.0017144645175712018,-0.02160225292139714,0.2978774581352757,-0.0725206031252854,0.5353982300884956,-0.9116977643090298,-0.0037219881669846304,-0.046897050904006345,0.29765660403427274,-0.15755420934187148,0.5221238938053098,-0.9357433302811692
9,225,1.002893670345521,0.002141780744664524,0.026986437382773,0.2812812229579436,0.09594112646050298,0.5466666666666666,-0.8111211351081089,0.0019412020105954216,0.02445914533350231,0.2812548670672938,0.08696434514553716,0.5466666666666666,-0.8169854719542394,0.0011388870743190027,0.014349977136419433,0.2811498769938732,0.051040310918336794,0.5377777777777778,-0.8386883770580871,0.00013599340397348102,0.0017135168900658609,0.2810196156622319,0.006097499229823878,0.5244444444444445,-0.8622549251246252,-0.00186979393671756,-0.023559403602641256,0.28076235292232454,-0.08391226016388025,0.5111111111111111,-0.8996612918666459
