model,validation_rows,mse,mae,r2_oos,mean_ic_pearson,ic_pearson_nw_tstat,mean_ic_spearman,ic_spearman_nw_tstat
ridge,4293225,0.016685325446615124,0.08519710989524669,-0.00016605849960527053,0.010360188097190753,0.9860699910682253,0.022469901147274176,2.0244195649392527
ols,4293225,0.016685339868199884,0.0851971027981157,-0.0001669229705818509,0.010342286078280801,0.9845794144327193,0.022441550958538004,2.022366020663562
gbm,4293225,0.016677030348827664,0.08516973060283484,0.00033117335155063987,0.026454591227058854,4.834058535017781,0.012296269357281609,2.342941557528932
