book,gross_sharpe,gross_naive_tstat,gross_hac_tstat,net_sharpe_10bp,breakeven_bp,annual_turnover,beta,max_drawdown
composite,0.2805050130393225,0.8861543045824897,0.9582182055146301,0.12555528930888818,18.10362615400804,6.413938300680764,-0.18857610513508208,-0.21743888279406676
composite__decile,0.2864968354787318,0.9050833040661179,0.9597276029309051,0.1150506489174882,16.71088541267896,9.82051726244498,-0.2704739233388408,-0.31370824865894076
gbm__decile,0.2941549156571432,0.9292762432275502,0.9889094383978685,-0.04229986376919696,8.742663067081397,10.403065698540633,-0.13582941474825458,-0.1451754959356869
ridge,0.012810394367595651,0.04046981545621358,0.04152454421761731,-0.16750282457614046,0.7104339501302028,6.544586870089316,-0.22226006707143203,-0.2771072140433861
ols,0.012415550975105067,0.0392224503267981,0.040240100976074854,-0.1679870971198266,0.6881955276401143,6.544640386842803,-0.22214422335416736,-0.2770555349967123
ridge__decile,-0.006219551542104427,-0.019648427355684634,-0.01999561892061646,-0.18888526158063262,-0.34048055491822465,10.070293969090741,-0.3298728503360218,-0.37387293397761123
ols__decile,-0.006226381065872607,-0.019670002770041214,-0.02001107211412506,-0.18893116478090738,-0.3407816856380027,10.069997516659148,-0.32964380914085506,-0.37401587653676716
gbm,0.1782816792028829,0.5632165918962814,0.5699971504659626,-0.23754353177067392,4.287070275682353,7.126097292249689,-0.07341612435323441,-0.13092039869531724
