weighting,tercile,mean_trailing_vol,days,gross_sharpe,hac_t
rank,low,0.07555137747638402,832,1.3280693447170284,2.3702647352941293
rank,mid,0.12398202811575378,831,0.23445339191771658,0.44086758205442844
rank,high,0.23966014059800042,832,-0.1232795681732636,-0.25689693698453797
decile,low,0.07555137747638402,832,1.3546372979557393,2.397147334266618
decile,mid,0.12398202811575378,831,0.1991844593408719,0.37707993336166057
decile,high,0.23966014059800042,832,-0.12011766134289886,-0.2441201161456801
