,mom_120_20,rev_5,rvol_20,vs_20,rmom_120_20,dd_252
mom_120_20,1.0,-0.0018346265674961128,-0.09798344459554278,0.005559798789340263,0.7325918252640707,0.5465328051881049
rev_5,-0.0018346265674961128,1.0,-0.00944320382865124,-0.020443286306816758,-0.0005696791012518075,-0.23953072955025617
rvol_20,-0.09798344459554278,-0.00944320382865124,1.0,-0.07856638282673091,-0.059482324192842655,-0.48142738522215933
vs_20,0.005559798789340263,-0.020443286306816758,-0.07856638282673091,1.0,-0.0015463999812326032,0.04645601081887229
rmom_120_20,0.7325918252640707,-0.0005696791012518075,-0.059482324192842655,-0.0015463999812326032,1.0,0.2780262241116312
dd_252,0.5465328051881049,-0.23953072955025617,-0.48142738522215933,0.04645601081887229,0.2780262241116312,1.0
