offset,rebalances,mean_turnover,mean_names_without_target,mean_names_without_any_return,gross_return_mean_period_return,gross_return_annualised_return,gross_return_annualised_volatility,gross_return_sharpe,gross_return_hit_rate,gross_return_max_drawdown,net_return_1bp_mean_period_return,net_return_1bp_annualised_return,net_return_1bp_annualised_volatility,net_return_1bp_sharpe,net_return_1bp_hit_rate,net_return_1bp_max_drawdown,net_return_5bp_mean_period_return,net_return_5bp_annualised_return,net_return_5bp_annualised_volatility,net_return_5bp_sharpe,net_return_5bp_hit_rate,net_return_5bp_max_drawdown,net_return_10bp_mean_period_return,net_return_10bp_annualised_return,net_return_10bp_annualised_volatility,net_return_10bp_sharpe,net_return_10bp_hit_rate,net_return_10bp_max_drawdown,net_return_20bp_mean_period_return,net_return_20bp_annualised_return,net_return_20bp_annualised_volatility,net_return_20bp_sharpe,net_return_20bp_hit_rate,net_return_20bp_max_drawdown
0,226,1.0681679903940744,3.5530973451327434,0.004424778761061947,0.0021375681264179927,0.026933358392866705,0.276963099789006,0.0972452951797004,0.5663716814159292,-0.7629392947268557,0.0019239345283391758,0.024241575057073615,0.2769617877518092,0.08752678574849812,0.5663716814159292,-0.7644468863425429,0.0010694001360239162,0.013474441713901343,0.27695712822344853,0.04865172382575468,0.5619469026548672,-0.7899503566474043,1.2321456298434628e-06,1.552503493602763e-05,0.2769526282618476,5.605664417580227e-05,0.5575221238938053,-0.8228380306767369,-0.0021351038351583055,-0.026902308322994648,0.2769480434139912,-0.09713846680902591,0.5353982300884956,-0.8749106350824498
1,226,1.070637325151237,3.5575221238938055,0.004424778761061947,0.001128052609326795,0.014213462877517617,0.2885685643548257,0.04925506320931291,0.5663716814159292,-0.7755346704864026,0.0009139251442965473,0.011515456818136495,0.2885622280077109,0.03990632071855497,0.5663716814159292,-0.7830643683997001,5.741528417556036e-05,0.0007234325806120605,0.28853743164217877,0.002507239967080612,0.5575221238938053,-0.8107554115380067,-0.001013222040975678,-0.012766597716293541,0.2885076717499226,-0.04425046182951968,0.5530973451327433,-0.8404808634051169,-0.003154496691278151,-0.0397466583101047,0.28845227210660485,-0.13779284184461313,0.5398230088495575,-0.8867245020340022
2,226,1.0674530670841693,3.584070796460177,0.004424778761061947,0.0012590495576713715,0.01586402442665928,0.2965882562053904,0.05348837688189947,0.5707964601769911,-0.7817014492373341,0.001045558944254537,0.013174042697607165,0.296578001402772,0.04442016142564791,0.5707964601769911,-0.7885895480672452,0.00019159649058720176,0.0024141157813987422,0.29653751714757537,0.008141012997681942,0.5663716814159292,-0.8160444649224167,-0.0008758565764969685,-0.011035792863861802,0.29648811588666496,-0.03722170391504098,0.5575221238938053,-0.8454325206152218,-0.0030107627106653084,-0.03793561015438288,0.2963933294131653,-0.12799076898758927,0.5530973451327433,-0.8909391880591547
3,226,1.0683408491828454,3.5575221238938055,0.004424778761061947,0.001418883580135553,0.017877933109707967,0.2866070595276129,0.062377853285171904,0.5486725663716814,-0.8046916511545729,0.0012052154102989853,0.015185714169767214,0.28659889861306576,0.05298594741031888,0.5486725663716814,-0.8113845997044986,0.000350542730952709,0.004416838410004133,0.28656675054733804,0.015412947948664811,0.5442477876106194,-0.8359531113789843,-0.0007177981182301366,-0.009044256289699721,0.2865276808590643,-0.03156503505205265,0.5442477876106194,-0.8622382111969341,-0.0028544798165958266,-0.03596644568910742,0.2864532613707768,-0.12555781532036214,0.5309734513274337,-0.9029064759702071
4,226,1.070187986026088,3.5398230088495577,0.017699115044247787,0.0006458071188596855,0.008137169697632037,0.300785435139121,0.027053070883795917,0.5353982300884956,-0.8428696459254325,0.0004317695216544662,0.0054402959728462735,0.30077628129643935,0.018087516573437594,0.5309734513274337,-0.8482773352792419,-0.00042438086716640273,-0.005347198926296674,0.30074014745568095,-0.01778013002765011,0.5309734513274337,-0.8681205475328723,-0.0014945688531924903,-0.018831567550225376,0.3006960639209114,-0.06262658481348937,0.5309734513274337,-0.8893358336143378,-0.0036349448252446666,-0.0458003047980828,0.3006115114019198,-0.15235712226883905,0.5132743362831859,-0.9221238528472404
5,226,1.0781417321243474,3.5353982300884956,0.01327433628318584,0.0003816304300726376,0.004808543418915233,0.3075117185632853,0.015636943663093757,0.5398230088495575,-0.8539669552799655,0.00016600208364776807,0.0020916262539618776,0.3075012584731833,0.0068020087603780826,0.5398230088495575,-0.859024648892228,-0.0006965113020517091,-0.008776042405851534,0.3074598736525036,-0.028543700033424095,0.5265486725663717,-0.8775732703315682,-0.0017746530341760554,-0.022360628230618296,0.3074091679344865,-0.07273897646209329,0.5265486725663717,-0.8973843869672621,-0.003930936498424753,-0.04952979988015189,0.30731117631965127,-0.16117148902073522,0.5176991150442478,-0.9279517786483125
6,226,1.078407308525717,3.433628318584071,0.0,0.0010220061768856402,0.012877277828759066,0.3209728805777834,0.040119519772445184,0.5575221238938053,-0.8797086500663515,0.0008063247151804955,0.010159691411274244,0.3209599036699571,0.03165408294028356,0.5575221238938053,-0.88391087364209,-5.64011316400761e-05,-0.0007106542586649588,0.32090855029023246,-0.0022145070862781223,0.5575221238938053,-0.8993105151174837,-0.0011348084401657955,-0.014298586346089022,0.3208456061284802,-0.044565317626208245,0.5442477876106194,-0.9157356827893007,-0.003291623057217227,-0.04147445052093706,0.32072387942883435,-0.1293151311177622,0.5353982300884956,-0.941021788398959
7,226,1.0764611586571997,3.4557522123893807,0.008849557522123894,0.00020298609929096325,0.002557624851066137,0.3033295810430075,0.008431834581618022,0.5530973451327433,-0.8874626479764637,-1.2306132440476513e-05,-0.00015505726875000405,0.3033208358633984,-0.0005111988706896307,0.5486725663716814,-0.8912674375644102,-0.0008734750593662334,-0.01100578574801454,0.3032863350615635,-0.036288432664730835,0.5442477876106194,-0.9052504743167152,-0.0019499362180234337,-0.024569196347095264,0.3032442891770455,-0.08102113452415534,0.5353982300884956,-0.9202425020418903,-0.004102858535337833,-0.0516960175452567,0.3031637996818379,-0.17052173643261584,0.5265486725663717,-0.9435190445041095
8,225,1.07033497209779,3.6,0.0,0.002362409359286537,0.029766357927010365,0.28370414719042697,0.10492041875944341,0.56,-0.8121273477841457,0.0021483423648669796,0.027069113797323942,0.2836875793261518,0.095418748545924,0.5555555555555556,-0.8184117616127853,0.001292074387188747,0.016280137278578213,0.2836218238081999,0.05740086238775372,0.5466666666666666,-0.8415286218647555,0.00022173941509095844,0.0027939166301460764,0.2835407909447659,0.009853667335964844,0.5377777777777778,-0.8663545143699592,-0.0019189305291046224,-0.024178524666718243,0.2833826011849111,-0.08532113321573127,0.5288888888888889,-0.9050031945319152
9,225,1.068978542096344,3.6266666666666665,0.008888888888888889,0.0020767088108074724,0.026166531016174152,0.2875405170516803,0.09100119622957756,0.5555555555555556,-0.805909179351534,0.0018629131023882048,0.02347270509009138,0.2875240662502442,0.08163735786089679,0.5555555555555556,-0.8125776993951979,0.0010077302687111272,0.012697401385760202,0.2874588135690633,0.044171202225843725,0.5466666666666666,-0.837051014236944,-6.124827338521463e-05,-0.0007717282446537044,0.2873784870986242,-0.002685407152237037,0.5422222222222223,-0.8632234911129268,-0.0021992053575779044,-0.027709987505481596,0.2872219697957311,-0.0964758633372949,0.5288888888888889,-0.9036903155601791
