year,dates,mean_names,ic_pearson,ic_spearman,icir_spearman
2006,250,1704.104,-0.0040518383480549315,-0.003606398979407502,-0.028954523158038332
2007,251,1818.6613545816733,0.09420886372125845,0.09327981786928531,0.7927139823829722
2008,253,1611.0355731225297,0.03879006652099219,0.03810903784361197,0.14595759772979675
2009,252,1332.607142857143,-0.14653790914597703,-0.14241153041996898,-0.5636467407331016
2010,252,1416.7142857142858,-0.025504880192141813,-0.028587918282047552,-0.21855187176611254
2011,252,1484.8968253968253,0.05182568232057165,0.050829650527046494,0.2503052125024657
2012,250,1390.764,0.0172433030364148,0.00995225889602873,0.04974254876121614
2013,252,1503.8174603174602,0.014190408944828075,-0.0002466370521621423,-0.00258103282778618
2014,252,1629.154761904762,0.051955359891683074,0.04704994142649412,0.36303551766082404
2015,252,1662.9166666666667,0.08205825330596085,0.08413649250895415,0.44623916466972063
2016,252,1606.1904761904761,-0.06586129160259203,-0.06206566810419206,-0.36815371767227795
2017,251,1651.4223107569721,0.017636153016029874,0.016882382579963846,0.11642206609875685
2018,251,1715.2270916334662,0.032345198806274324,0.030545953601204975,0.21530101652819883
2019,252,1651.5079365079366,0.024316900635314397,0.02171086100557869,0.10535702884929259
2020,253,1702.4347826086957,-0.04867417332824399,-0.03593148535016678,-0.1453774843917798
2021,252,1934.876984126984,0.0933122712809359,0.08114399604892655,0.3896417573855491
2022,251,1850.3625498007968,0.05991735426168653,0.06370111478309808,0.26503402642159474
2023,230,1797.7478260869566,0.006426000627343373,0.011203579804946191,0.05310955643015134
