date,gross_return,turnover,names_without_target,names_without_any_return,net_return_1bp,net_return_5bp,net_return_10bp,net_return_20bp,offset
2006-01-04,0.0015395619107731982,0.9999999999999986,4,0,0.0013395619107731986,0.0005395619107731997,-0.00046043808922679877,-0.0024604380892267958,0
2006-02-02,0.04064438786360835,1.2426058214963602,1,0,0.04039586669930908,0.03940178204211199,0.038159176220615626,0.03567396457762291,0
2006-03-03,-0.0026189241874237518,1.2124487504116426,3,0,-0.0028614139375060803,-0.0038313729378353944,-0.005043821688247037,-0.007468719189070322,0
2006-03-31,0.03811029854739943,1.1388547040826709,4,0,0.0378825276065829,0.03697144384331676,0.03583258913923409,0.03355487973106875,0
2006-05-01,0.021819034483946564,1.213770185140366,4,0,0.02157628044691849,0.0206052642988062,0.019391494113665832,0.0169639537433851,0
2006-05-30,0.03800910232990735,1.0627749370082613,4,0,0.0377965473425057,0.03694632739289909,0.035883552455890824,0.0337580025818743,0
2006-06-27,0.0523728281027088,0.9192505095903752,4,0,0.052188978000790726,0.05145357759311843,0.05053432708352805,0.0486958260643473,0
2006-07-26,-0.01736142055124773,0.8767328528193825,3,0,-0.017536767121811608,-0.018238153404067113,-0.019114886256886496,-0.02086835196252526,0
2006-08-23,-0.05734877404000968,0.8954254824327138,5,0,-0.057527859136496225,-0.0582441995224424,-0.05913962500487511,-0.060930475969740536,0
2006-09-21,-0.049428929881412856,1.136210791926061,1,0,-0.049656172039798066,-0.050565140673338914,-0.05170135146526498,-0.0539737730491171,0
2006-10-19,-0.018444160333068966,1.1711061700275773,8,0,-0.018678381567074482,-0.019615266503096543,-0.02078637267312412,-0.023128585013179277,0
2006-11-16,0.009983840453459583,1.189304109787131,2,0,0.009745979631502156,0.008794536343672452,0.007605232233885321,0.0052266240143110584,0
2006-12-15,0.023796886871433606,1.0742514331799429,4,0,0.023582036584797617,0.022722635438253664,0.02164838400507372,0.019499881138713836,0
2007-01-18,-0.028030823132843375,1.1162472929829628,7,0,-0.028254072591439968,-0.029147070425826337,-0.0302633177188093,-0.032495812304775225,0
2007-02-15,0.02197002000727919,1.2221954169457598,2,0,0.02172558092389004,0.02074782459033343,0.01952562917338767,0.017081238339496152,0
2007-03-16,-0.007088486361211022,1.1205372128192828,11,0,-0.007312593803774878,-0.008209023574030305,-0.009329560786849588,-0.011570635212488153,0
2007-04-16,0.020442013957820904,1.129233993002836,5,0,0.02021616715922034,0.019312779964818068,0.01818354597181523,0.015925077985809562,0
2007-05-14,0.0024174230497835446,1.1057675762466177,5,0,0.002196269534534221,0.0013116554735369268,0.00020588789729030898,-0.0020056472552029267,0
2007-06-12,0.013074803787088815,1.1244812975913403,7,0,0.012849907527570547,0.011950322489497475,0.010825841191906134,0.008576878596723455,0
2007-07-11,0.05819724780130765,1.0883806389506772,5,0,0.05797957167351752,0.057108867162356976,0.0560204865234063,0.053843725245504945,0
2007-08-08,0.01873457706970216,1.1742327551407512,9,0,0.01849973051867401,0.017560344314561407,0.016386111559420657,0.014037646049139155,0
2007-09-06,0.028656099747331354,0.8915669936342296,12,0,0.028477786348604508,0.027764532753697124,0.026872965760062893,0.025089831772794436,0
