year,dates,mean_names,ic_pearson,ic_spearman,icir_spearman
2006,251,1706.8247011952192,0.004649450208937887,0.0026337820742188245,0.02769112431435027
2007,251,1819.3585657370518,-0.010538485109086762,-0.009109688292173524,-0.10099931266200195
2008,253,1611.094861660079,-0.0009928095349585658,0.006806230466224987,0.04440639898221443
2009,252,1333.892857142857,0.006290509173335094,0.01791179443840321,0.1272882633389677
2010,252,1420.765873015873,0.017171382833531205,0.021510547951472166,0.21642248188938423
2011,252,1490.0119047619048,0.017837039570096608,0.020055333936590765,0.16757494670412112
2012,250,1395.428,0.008486861721535208,-0.00088249623395482,-0.009417065761129507
2013,252,1508.3055555555557,-0.00967529298228392,0.001106840535363434,0.016484836393088117
2014,252,1636.436507936508,-0.003334457784476278,0.0037742841316682142,0.03855964425003193
2015,252,1667.920634920635,0.0005139865728108554,-0.0039715945493002695,-0.03563206462575358
2016,252,1610.3055555555557,0.03831470781217887,0.035847414094811285,0.32294048949646936
2017,251,1654.0398406374502,0.016712951078527282,0.015341286388983997,0.18551855775295537
2018,251,1720.4980079681275,0.008981381569851028,0.008319027981814994,0.09364363854579599
2019,252,1654.7857142857142,0.013476234310263287,0.019226533973078327,0.17138831960680123
2020,253,1705.7549407114625,-0.0071807415237508014,-0.0065271066914903,-0.03806596053813723
2021,252,1939.4325396825398,-0.002495445641469759,-0.0009578073007478055,-0.006644186718719846
2022,251,1851.9521912350597,0.02295095241087723,0.01922146381218613,0.13692249292162975
2023,230,1799.0217391304348,-0.008776123351446757,-0.01328291273881257,-0.11790387813095819
