year,dates,mean_names,ic_pearson,ic_spearman,icir_spearman
2006,250,1705.172,-0.041147765102734914,-0.04033990175478651,-0.3094626752348027
2007,251,1819.1553784860557,0.07591211688013708,0.07862999009259235,0.6726502887523486
2008,253,1611.6166007905138,-0.016852545089983878,-0.02538434849621729,-0.12792007942102074
2009,252,1334.0674603174602,-0.05736839357920545,-0.053212060016794516,-0.27157558115607233
2010,252,1418.876984126984,-0.027900244921037202,-0.039816066758956464,-0.4902623930513241
2011,252,1487.7698412698412,0.00757743584332773,0.001973017057539304,0.011546640467288278
2012,250,1393.168,0.0007633251281811015,-0.018847389499522506,-0.1715817292732246
2013,252,1505.5674603174602,0.03168879895891294,0.012097180863832926,0.18250825683284883
2014,252,1632.5992063492063,0.014834527612338066,0.019013938764739,0.16306610988750883
2015,252,1665.468253968254,0.04023722185102842,0.03850112683877809,0.24749532227301557
2016,252,1608.0912698412699,-0.028989715782428916,-0.03225695789914557,-0.2441920344497115
2017,251,1652.7131474103585,0.035938250795332666,0.017484751902991428,0.14908227160803209
2018,251,1717.4541832669322,0.013993240346444008,0.017164465024251795,0.15311388782066943
2019,252,1653.4285714285713,0.007166271326276072,0.003950954084523384,0.024064501263154237
2020,253,1703.5415019762845,0.029452513326304094,0.004333063252378672,0.02064075078601785
2021,252,1936.7063492063492,-0.02327623604398453,-0.013686152105929219,-0.11365213383750848
2022,251,1850.8685258964144,0.03584256149958258,0.03585723546629772,0.1929797117772639
2023,230,1798.4391304347826,-0.002740479561344907,-0.009022195512304544,-0.0704175290535238
