date,gross_return,turnover,names_without_target,net_return_1bp,net_return_5bp,net_return_10bp,net_return_20bp,offset
2006-01-04,0.05869544784245241,0.9999999999999998,2,0.05849544784245241,0.05769544784245241,0.05669544784245241,0.054695447842452415,0
2006-02-02,0.031134243246083344,0.9243075527884526,3,0.030949381735525652,0.03020993569329489,0.029285628140506437,0.027437013034929535,0
2006-03-03,0.02232373420518235,0.9317018112005,0,0.022137393842942252,0.021392032393981852,0.02046033058278135,0.01859692696038035,0
2006-03-31,0.02525328744977685,0.8667674227121233,1,0.025079933965234426,0.024386520027064727,0.023519752604352604,0.021786217758928358,0
2006-05-01,-0.06843612428871655,0.9200687214123912,3,-0.06862013803299903,-0.06935619301012894,-0.07027626173154133,-0.07211639917436612,0
2006-05-30,-0.018094347628250258,0.9506820060143913,0,-0.018284484029453135,-0.01904502963426465,-0.01999571164027904,-0.021897075652307824,0
2006-06-27,0.022547725932532497,0.8926910316186777,2,0.022369187726208762,0.02165503490091382,0.020762343869295142,0.018976961806057787,0
2006-07-26,-0.034257112291520946,0.9260786548406745,2,-0.03444232802248908,-0.03518319094636162,-0.036109269601202296,-0.037961426910883646,0
2006-08-23,-0.04510930829575745,1.071250425649516,4,-0.04532355838088735,-0.046180558721406965,-0.04725180914705648,-0.049394309998355514,0
2006-09-21,-0.010336191930487423,0.995348790475984,3,-0.01053526168858262,-0.011331540720963406,-0.012326889511439391,-0.014317587092391358,0
2006-10-19,-0.02608990295247352,1.065840741109181,5,-0.026303071100695356,-0.0271557436935827,-0.02822158443469188,-0.030353265916910243,0
2006-11-16,0.005758362793672194,0.9806929133169705,3,0.0055622242110088,0.004777669880355224,0.0037969769670382534,0.0018355911404043124,0
2006-12-15,0.013387868590520864,1.057029232963665,7,0.01317646274392813,0.012330839357557199,0.011273810124593534,0.009159751658666204,0
2007-01-18,-0.01952651307890402,0.9941871698641884,10,-0.019725350512876858,-0.02052070024876821,-0.021514887418632396,-0.023503261758360774,0
2007-02-15,-0.022205653831940116,1.0550888594250234,3,-0.02241667160382512,-0.02326074269136514,-0.024315831550790163,-0.02642600926964021,0
2007-03-16,0.024846827296161417,1.0370798543902093,7,0.024639411325283377,0.02380974744177121,0.022772667587380998,0.02069850787860058,0
2007-04-16,0.01513466763144459,0.9432958052036483,7,0.01494600847040386,0.014191371826240941,0.013248076021037294,0.011361484410629997,0
2007-05-14,0.011702003069593073,0.8890729265906264,5,0.011524188484274948,0.010812930143002447,0.00992385721641182,0.008145711363230567,0
2007-06-12,0.05267750600646501,0.9557856636121447,7,0.05248634887374258,0.05172172034285286,0.05076593467924072,0.04885436335201643,0
2007-07-11,-0.008300216479250593,0.8277863357104841,3,-0.00846577374639269,-0.009128002814961077,-0.009955789150671562,-0.01161136182209253,0
2007-08-08,0.05931662276917814,0.8226099536114638,5,0.05915210077845585,0.058494012815566675,0.05767140286195521,0.05602618295473228,0
2007-09-06,0.057379541047892134,0.9785656826354541,5,0.057183827911365046,0.05640097536525668,0.05542240968262123,0.05346527831735032,0
2007-10-04,0.08245441975468973,0.8238908687106339,6,0.0822896415809476,0.08163052888597909,0.08080663801726846,0.07915885627984719,0
