,mom_120_20,rev_5,rvol_20,vs_20,rmom_120_20,dd_252,composite,mom_120_20__decile,rev_5__decile,rvol_20__decile,vs_20__decile,rmom_120_20__decile,dd_252__decile,composite__decile
signal,signal_mom_120_20,signal_rev_5,signal_rvol_20,signal_vs_20,signal_rmom_120_20,signal_dd_252,signal_composite,decile_mom_120_20,decile_rev_5,decile_rvol_20,decile_vs_20,decile_rmom_120_20,decile_dd_252,decile_composite
days,4508,4508,4508,4508,4508,4508,4508,4508,4508,4508,4508,4508,4508,4508
first_date,2006-02-02,2006-02-02,2006-02-02,2006-02-02,2006-02-02,2006-02-02,2006-02-02,2006-02-02,2006-02-02,2006-02-02,2006-02-02,2006-02-02,2006-02-02,2006-02-02
last_date,2023-12-29,2023-12-29,2023-12-29,2023-12-29,2023-12-29,2023-12-29,2023-12-29,2023-12-29,2023-12-29,2023-12-29,2023-12-29,2023-12-29,2023-12-29,2023-12-29
net_return_1bp_max_drawdown,-0.3095798732887931,-0.08247606149041453,-0.3901435365811585,-0.06611229270397523,-0.20414991331871524,-0.43105821394333566,-0.3204855928807123,-0.41974714151433223,-0.12210715336173905,-0.5356585263684451,-0.07286375603265882,-0.26942631537934136,-0.592258566641777,-0.4103810348325735
net_return_1bp_market_beta,-0.10216850520220234,0.044401245693213326,-0.33529288647178423,0.0028123175106057087,-0.05317915457163813,-0.26872907597542073,-0.22272915070894628,-0.15674097681649718,0.0683820156088461,-0.49910620045635096,0.009915178750637013,-0.09207060183511548,-0.4184944426433553,-0.31587553005074015
net_return_5bp_annualised_return,-0.006734688455983376,0.0022315477951581762,-0.0010879156448628544,-0.0038300511150795922,-0.008715492186905212,-0.004764028916350005,0.0019130134194940578,0.004129239333452969,0.0010229062210253103,0.0004258725576054614,-0.0015441710096123886,-0.008359747222035772,-0.007543982504895992,0.005000769042801927
net_return_5bp_annualised_volatility,0.07448745271492974,0.033179140481607375,0.09551994077637094,0.012864648585580257,0.04771657824530397,0.09283447540528167,0.08022062230494968,0.11837115692459584,0.05219615820963348,0.1440825727421581,0.020643819358305993,0.07660474299072413,0.14339555821988706,0.11137167968072119
net_return_5bp_sharpe,-0.0904137302393417,0.06725755287106426,-0.011389408703779007,-0.29771906240584173,-0.18265124003863267,-0.05131745394749075,0.023846903259138935,0.03488383015537607,0.019597346933409362,0.00295575342319559,-0.07480064530748255,-0.1091283241175815,-0.05260959682815156,0.04490162182287332
net_return_5bp_hit_rate,0.5261756876663709,0.47848269742679683,0.49134871339840286,0.47892635314995563,0.5097604259094942,0.5197426796805679,0.523070097604259,0.5314995563442768,0.481810115350488,0.4953416149068323,0.49245785270629994,0.5141969831410825,0.5201863354037267,0.523070097604259
net_return_5bp_max_drawdown,-0.3377592914930987,-0.08414823275802386,-0.4251525070513352,-0.14041925640628794,-0.24215746168398433,-0.4593987181282402,-0.3342516600615083,-0.42368280708809103,-0.14555362028728513,-0.5748906856765548,-0.16252243599621097,-0.2985765881214165,-0.6234991612696502,-0.4451958260899792
net_return_5bp_market_beta,-0.10217845692838005,0.04439892968805478,-0.3352999933437933,0.0028103300334094707,-0.053188492012045126,-0.2687372075869276,-0.2227396376013757,-0.15675320823559705,0.068378026047966,-0.4991122006066939,0.009912305797776707,-0.09208185353478994,-0.4185004438115634,-0.31588463018165397
net_return_10bp_annualised_return,-0.012063086548031968,-0.006435608994946293,-0.007204462623876395,-0.012917366807153562,-0.01434659055197954,-0.009852968696751618,-0.004583202348654424,-0.0035099143533081204,-0.0108027022925004,-0.00868677329789513,-0.013974597232321263,-0.016321883483279783,-0.015702086343184644,-0.004870764741470681
net_return_10bp_annualised_volatility,0.07449139844351949,0.03317858859536518,0.09552511648823572,0.012865466189257838,0.047718315406454215,0.09283977700509412,0.08022468530535036,0.11837657945376226,0.05219425177275058,0.14408892108200755,0.020644494229297802,0.07660800991513787,0.14340126312680537,0.11137588400950171
