name,weighting,raw_beta,neutral_beta,raw_net_sharpe_10bp,neutral_net_sharpe_10bp,raw_gross_sharpe,neutral_gross_sharpe,raw_exposure_sector,neutral_exposure_sector,beta_materially_closer_to_zero,net_sharpe_no_worse,w5_003_verdict
ols,rank,-0.13519793642337313,-0.03049069994571552,-0.1672167995600318,-0.2934126006128367,0.08371261959826355,0.22570451399932093,0.16843416032467332,0.027498690863607816,True,False,FAIL
ols,decile,-0.20568249659846843,-0.04673383987977008,-0.13167242013116906,-0.2164819448293438,0.09570339638726415,0.20760436627505968,0.25150445563127155,0.05400384008870515,True,False,FAIL
ridge,rank,-0.13553945417263344,-0.03042905549007406,-0.16527936793221504,-0.2909706567722052,0.08531959755380485,0.2286736126888275,0.16867191586584349,0.027521453587741676,True,False,FAIL
ridge,decile,-0.20626507111376863,-0.04669508027370544,-0.12744821310184254,-0.21617159013302692,0.0996972772480309,0.20800172257952393,0.2518616182109739,0.05407795222187834,True,False,FAIL
gbm,rank,-0.13849895119917197,0.016633805919691703,-0.08550515499148031,-0.3399511416146094,0.09848866097195402,0.07161737405955579,0.21405476774349644,0.07567624156633167,True,False,FAIL
gbm,decile,-0.22016828037683217,-0.0054511734303646425,-0.06883097100009178,-0.14387390172528064,0.09927195823127831,0.19281104537092034,0.3046049067563515,0.11234925866334258,True,False,FAIL
composite,rank,-0.18720215902390644,-0.038016604471176586,0.16310817997547875,0.08071119830452576,0.2969002474174223,0.35825502184457864,0.21431604117157493,0.034334949996103106,True,False,FAIL
composite,decile,-0.2658486804392554,-0.05657445578145078,0.1550886865605961,0.20870693232116064,0.2970955157150234,0.48565927016757493,0.2797643667147978,0.08135149352707746,True,True,PASS
