horizon_days,cutoff_date,weighting,days,gross_sharpe,hac_t,net_sharpe_10bp,annual_turnover,breakeven_bp
5,2023-12-21,rank,2515,0.3826123312825485,1.270350634247849,0.016402844956513073,16.038647469800782,10.444590710981885
5,2023-12-21,decile,2515,0.3614725286789259,1.1976080934068007,-0.05080354373494919,25.099694140544198,8.763409149945405
10,2023-12-14,rank,2515,0.325722775167353,1.0954673870396843,0.11203324237895045,9.245451777886458,15.236404021998192
10,2023-12-14,decile,2515,0.3124234745287807,1.0368292588681487,0.07690509098655518,14.122544171179507,13.25777103831596
20,2023-11-30,rank,2515,0.2969002474174224,1.0050458394587674,0.16310817997547875,5.642751407295469,22.17844941848385
20,2023-11-30,decile,2515,0.2970955157150235,0.9926069381716218,0.1550886865605961,8.273971898209348,20.90612910646605
40,2023-11-01,rank,2515,0.3056360546903596,1.0362182147357584,0.22635770158154744,3.1991672226884362,38.517455975641184
40,2023-11-01,decile,2515,0.3132239643036991,1.0518000065274997,0.23285309440941868,4.4677857973202295,38.930656999449916
