date,gross_return,turnover,net_return_1bp,net_return_5bp,net_return_10bp,net_return_20bp,offset
2006-01-03,0.00674243330351921,1.0,0.00654243330351921,0.00574243330351921,0.00474243330351921,0.0027424333035192096,0
2006-02-01,0.021586720615689114,1.7855894609490521,0.021229602723499302,0.01980113115474006,0.01801554169379101,0.014444362771892906,0
2006-03-02,0.007647711222062781,1.7936617405582922,0.007288978873951123,0.005854049481504489,0.004060387740946197,0.0004730642598296123,0
2006-03-30,0.015164783431077572,1.8454515599343186,0.014795693119090708,0.013319331871143253,0.011473880311208936,0.007782977191340298,0
2006-04-28,0.03566403333384457,1.8502757291874294,0.03529397818800708,0.03381375760465714,0.03196348187546971,0.02826293041709485,0
2006-05-26,0.00909401322304802,1.8936350511581195,0.008715286212816397,0.007200378171889901,0.005306743120731781,0.0015194730184155429,0
2006-06-26,0.01781679621786448,1.815077521812818,0.017453780713501916,0.016001718696051662,0.014186641174238844,0.010556486130613208,0
2006-07-25,0.01283935699024873,1.8155604278785462,0.012476244904673021,0.011023796562370184,0.009208236134491638,0.005577115278734545,0
2006-08-22,-0.013711485469035965,1.870414201183432,-0.014085568309272652,-0.015581899670219397,-0.01745231387140283,-0.021193142273769693,0
2006-09-20,-0.00462763162378847,1.8565369261477043,-0.00499893900901801,-0.006484168549936174,-0.008340705476083878,-0.012053779328379286,0
2006-10-18,-0.022824980432536567,1.8387867122897064,-0.023192737774994508,-0.024663767144826272,-0.02650255385711598,-0.030180127281695394,0
2006-11-15,0.0222793671796529,1.8301553672316384,0.021913336106206573,0.020449211812421264,0.018619056445189623,0.014958745710726348,0
2006-12-14,0.0019014836621429857,1.8073638931689777,0.0015400108835091901,9.411976897400788e-05,-0.00171324412419497,-0.005327971910532926,0
2007-01-17,-0.009644048427377316,1.8617035412929375,-0.010016389135635904,-0.011505751968670253,-0.013367455509963192,-0.017090862592549067,0
2007-02-14,-0.004401643259572646,1.8810028248587571,-0.0047778438245443975,-0.006282646084431403,-0.00816364890929016,-0.011925654559007674,0
2007-03-15,-0.015173984384833871,1.8111886079628015,-0.01553622210642643,-0.01698517299279667,-0.018796361600759474,-0.022418738816685078,0
2007-04-13,-0.0009762164853244328,1.870648067422261,-0.001350346098808885,-0.002846864552746694,-0.0047175126201689545,-0.008458808755013477,0
2007-05-11,0.015096175299253651,1.8225806451612905,0.014731659170221394,0.01327359465409236,0.01145101400893107,0.007805852718608489,0
2007-06-11,0.010237925696002504,1.795698924731183,0.009878785911056268,0.008442226771271322,0.006646527846540138,0.003055129997077772,0
2007-07-10,0.015947974239746504,1.8215210801873796,0.015583670023709029,0.014126453159559125,0.012304932079371745,0.008661889918996985,0
2007-08-07,9.181526242417427e-05,1.8657390096682869,-0.0002813325395094831,-0.0017739237472441127,-0.0036396627569123996,-0.007371140776248973,0
2007-09-05,-0.007942696733071,1.8346509267667324,-0.008309626918424348,-0.009777347659837734,-0.011611998586604465,-0.01528130044013793,0
2007-10-03,0.019406256338005877,1.8759147481437959,0.019031073388377118,0.01753034158986208,0.015654426841718284,0.011902597345430694,0
2007-10-31,0.023378616105929215,1.8461038961038962,0.023009395326708437,0.021532512209825317,0.019686408313721423,0.01599420052151363,0
2007-11-29,-0.010492306648192326,1.8208210407381833,-0.010856470856339962,-0.01231312768893051,-0.014133948729668692,-0.017775590811145058,0
2007-12-28,0.012859663816274548,1.86554516351767,0.012486554783571014,0.010994118652756879,0.009128573489239209,0.005397483162203868,0
2008-01-29,0.023073563215360745,1.8405844155844155,0.02270544633224386,0.021232978799776328,0.019392394384191915,0.01571122555302308,0
2008-02-27,0.02610662156640763,1.8349350649350646,0.025739634553420616,0.024271686501472566,0.0224367514365375,0.01876688130666737,0
2008-03-27,0.0020738625051561,1.8658710730314159,0.001700688290549817,0.00020799143212468438,-0.0016578796409067315,-0.005389621786969563,0
2008-04-24,-0.008957592575282872,1.8476092191262468,-0.00932711441910812,-0.010805201794409119,-0.012652811013535365,-0.016348029451787857,0
2008-05-22,0.03657528034738557,1.8221329952099183,0.03621085374834359,0.034753147352175655,0.032931014356965736,0.0292867483665459,0
2008-06-20,0.004034282094224229,1.9228655959425192,0.0036497089750357255,0.00211141649828171,0.00018855090233919078,-0.0036571802895458477,0
2008-07-21,-0.03122336928983763,1.8053602506091195,-0.031584441339959454,-0.03302872954044675,-0.03483408979105587,-0.03844481029227411,0
2008-08-18,0.007438124050055125,1.8525234946049425,0.007067619351134136,0.005585600555450182,0.00373307706084524,2.8030071635354835e-05,0
2008-09-16,0.03490357190244172,1.8289592760180995,0.0345377800472381,0.03307461262642362,0.031245653350405522,0.02758773479836932,0
2008-10-14,0.003950070953278451,1.7783837006740892,0.003594394213143633,0.0021716872526043617,0.00039330355193027255,-0.003163463849417906,0
2008-11-11,0.021269813176892548,1.8523441642051048,0.020899344344051527,0.01941746901268744,0.017565124848482338,0.013860436520072128,0
2008-12-10,-0.01015934720449051,1.8422918807810893,-0.010527805580646728,-0.0120016390852716,-0.01384393096605269,-0.017528514727614866,0
2009-01-09,0.035649047441913044,1.8783830673143647,0.03527337082845017,0.03377066437459868,0.03189228130728432,0.028135515172655584,0
2009-02-09,-0.028967795645030586,1.8746309055118109,-0.02934272182613295,-0.030842426550542396,-0.03271705745605421,-0.03646631926707783,0
2009-03-10,0.051112631971461125,1.8409523809523811,0.05074444149527065,0.049271679590508745,0.047430727209556364,0.0437488224476516,0
2009-04-07,0.05554239095751934,1.8794193548387095,0.055166507086551596,0.05366297160268063,0.05178355224784192,0.0480247135381645,0
2009-05-06,-0.009763972532607783,1.8900279089738083,-0.010141978114402546,-0.011654000441581592,-0.0135440283505554,-0.017324084168503017,0
2009-06-04,0.00457453080034975,1.870966084275437,0.0042003375834946625,0.002703564716074313,0.0008325986317988762,-0.002909333536751998,0
2009-07-02,-0.029417653479516217,1.8350976361767728,-0.029784673006751573,-0.03125275111569299,-0.033087848751869764,-0.03675804402422331,0
2009-07-31,-0.03264580874967785,1.7783769063180825,-0.03300148413094147,-0.034424185655995934,-0.036202562562314015,-0.039759316374950185,0
2009-08-28,-0.0355912843077712,1.8394160583941603,-0.03595916751945003,-0.03743070036616536,-0.03927011642455952,-0.04294894854134784,0
2009-09-28,-0.009120890700805111,1.8328044007193485,-0.00948745158094898,-0.01095369510152446,-0.012786499502243809,-0.016452108303682506,0
2009-10-26,0.002745982975689884,1.87193515704154,0.002371595944281576,0.0008740478186483442,-0.0009978873383931957,-0.004741757652476275,0
2009-11-23,0.0028491232580505174,1.8721377912867276,0.002474695699793172,0.0009769854667637898,-0.0008951523245229378,-0.004639427907096393,0
2009-12-22,0.0030294532435752187,1.9217831813576494,0.0026450966073036887,0.0011076700622175693,-0.0008141131191400802,-0.004657679481855379,0
2010-01-22,-0.003589822911399219,1.8989156500886248,-0.003969606041416944,-0.005488738561487844,-0.007387654211576469,-0.011185485511753718,0
2010-02-22,0.0031958270522279217,1.8925488180883865,0.0028173172886102444,0.0013032782341395352,-0.0005892705839488513,-0.004374368220125624,0
2010-03-22,-0.004099938196969101,1.8206896551724137,-0.004464076128003583,-0.005920627852141515,-0.007741317507313928,-0.011382696817658754,0
2010-04-20,-0.00046078877046243187,1.8344827586206895,-0.0008276853221865698,-0.0022952715290831217,-0.0041297542877038115,-0.00779871980494519,0
2010-05-18,0.01655665889844815,1.846684631716479,0.016187321972104856,0.014709974266731672,0.012863289635015193,0.009169920371582235,0
2010-06-16,-0.00036023575953121525,1.8208802874407968,-0.0007244118170193746,-0.002181116046972012,-0.004001996334412809,-0.007643756909294403,0
2010-07-15,-0.008010699678365084,1.8362221600969155,-0.008377944110384467,-0.009846921838462,-0.011683143998558916,-0.015355588318752746,0
2010-08-12,0.0022952769743086903,1.8442713015682752,0.0019264227139950353,0.000451005672740415,-0.0013932656288278603,-0.005081808231964411,0
2010-09-10,0.007375845601643791,1.8201438848920863,0.007011816824665374,0.0055557017167517046,0.003735557831859618,9.527006207544521e-05,0
2010-10-08,0.028931787808502835,1.818840579710145,0.028568019692560804,0.027112947228792688,0.025294106649082545,0.021656425489662255,0
2010-11-05,0.006851887760560208,1.838569880823402,0.006484173784395527,0.005013317879736806,0.0031747479989134037,-0.0005023917627334003,0
2010-12-06,-0.000642673471433671,1.866689648379789,-0.0010160114011096288,-0.00250936311981346,-0.004376052768193249,-0.008109432064952828,0
2011-01-04,0.006542385447073418,1.847749042145594,0.006172835638644299,0.004694636404927824,0.00284688736278223,-0.0008486107215089581,0
2011-02-02,0.005397154512572971,1.792662192393736,0.005038622074094224,0.0036044923201792355,0.0018118301277854991,-0.0017734942570019731,0
