offset,rebalances,mean_turnover,mean_names_without_target,gross_return_mean_period_return,gross_return_annualised_return,gross_return_annualised_volatility,gross_return_sharpe,gross_return_hit_rate,gross_return_max_drawdown,net_return_1bp_mean_period_return,net_return_1bp_annualised_return,net_return_1bp_annualised_volatility,net_return_1bp_sharpe,net_return_1bp_hit_rate,net_return_1bp_max_drawdown,net_return_5bp_mean_period_return,net_return_5bp_annualised_return,net_return_5bp_annualised_volatility,net_return_5bp_sharpe,net_return_5bp_hit_rate,net_return_5bp_max_drawdown,net_return_10bp_mean_period_return,net_return_10bp_annualised_return,net_return_10bp_annualised_volatility,net_return_10bp_sharpe,net_return_10bp_hit_rate,net_return_10bp_max_drawdown,net_return_20bp_mean_period_return,net_return_20bp_annualised_return,net_return_20bp_annualised_volatility,net_return_20bp_sharpe,net_return_20bp_hit_rate,net_return_20bp_max_drawdown
0,225,1.0293850094950776,3.151111111111111,0.0010094461110018132,0.012719020998622847,0.1483633006623161,0.08572888943453821,0.5377777777777778,-0.4562499134125996,0.0008035691091027991,0.010124970774695269,0.14836463518343307,0.06824382887591167,0.5377777777777778,-0.4578034222095825,-1.993889849326407e-05,-0.0002512301210151273,0.14837043417345117,-0.0016932626935729591,0.5333333333333333,-0.47645823928796427,-0.0010493239079883414,-0.013221481240653102,0.14837871984391504,-0.08910631696082336,0.5066666666666667,-0.5010989070556957,-0.003108093926978497,-0.039161983479929066,0.14839874686404003,-0.26389699581364046,0.47555555555555556,-0.6182749972844068
1,225,1.0307584979276831,3.16,0.0008500197487600405,0.010710248834376511,0.1470717420461234,0.07282329484489043,0.52,-0.45510700170103224,0.0006438680491745043,0.008112737419598755,0.14707279920456628,0.0551613722148213,0.52,-0.4607151545769761,-0.0001807387491676419,-0.002277308239512288,0.1470774767721947,-0.0154837320403556,0.5022222222222222,-0.4829462936885819,-0.0012114972470953253,-0.015264865313401097,0.14708433374951732,-0.10378308093231033,0.49777777777777776,-0.5109371756273093,-0.003273014242950692,-0.041239979461178716,0.1471014138044802,-0.28035066689428856,0.4666666666666667,-0.6362548616031052
2,225,1.0287678247985126,3.1155555555555554,0.0013324068267076042,0.016788326016515812,0.1441594422094616,0.11645665215687098,0.56,-0.38265423180644265,0.001126653261747903,0.014195831098023576,0.14415687602829538,0.09847488020784519,0.56,-0.3884152731588907,0.0003036390019090904,0.0038258514240545392,0.14414703696780695,0.026541311597747134,0.5466666666666666,-0.4109388898937776,-0.0007251288228894209,-0.009136623168406703,0.14413569604721055,-0.06338903837821044,0.5288888888888889,-0.4496300016358581,-0.0027826644724864465,-0.035061572353329226,0.14411620815066614,-0.24328680863344768,0.49777777777777776,-0.6001443557863273
3,225,1.0309137065308118,3.08,0.0012271211908420354,0.015461727004609646,0.14461831961019633,0.10691402753319999,0.5422222222222223,-0.37892590096424494,0.001020938449535873,0.012863824464152,0.14461142664103455,0.08895441226842718,0.5422222222222223,-0.38529338844681815,0.00019620748431122418,0.0024722143023214248,0.14458427683510755,0.017098776965498705,0.5377777777777778,-0.41404172903152636,-0.0008347062222195871,-0.010517298399966797,0.1445512896799616,-0.07275824673202315,0.5111111111111111,-0.46907966278715296,-0.0028965336352812106,-0.036496323804543256,0.14448848509837617,-0.25258984326463413,0.47555555555555556,-0.6197859481729157
4,225,1.030079087281631,3.128888888888889,0.0018819276902117285,0.02371228889666778,0.1401363962046269,0.1692086391464152,0.5244444444444445,-0.4341511481384033,0.001675911872755402,0.021116489596718066,0.14013449939090436,0.15068730176010223,0.5244444444444445,-0.43852380297246274,0.0008518486029300974,0.010733292396919227,0.1401273414458336,0.076596703299821,0.52,-0.4556884833529331,-0.00017823048435153366,-0.002245704102829324,0.14011936008199186,-0.016027079352312443,0.5022222222222222,-0.48333318620323296,-0.002238388658914796,-0.02820369710232643,0.14010661824826195,-0.20130167621597206,0.48,-0.5705528577195329
5,225,1.0302023070579662,3.1555555555555554,0.000735233107667159,0.009263937156606204,0.13654121676013076,0.06784718472870105,0.49333333333333335,-0.3844358859542054,0.000529192646255566,0.006667827342820132,0.13653930610256998,0.048834489738882804,0.4888888888888889,-0.3947072558951754,-0.00029496919939080705,-0.0037166119123241688,0.13653207255530703,-0.02722153002415332,0.47555555555555556,-0.4341275307856952,-0.0013251715064487735,-0.016697160981254545,0.13652395117709604,-0.12230206375726216,0.4666666666666667,-0.4798545713964828,-0.0033855761205647066,-0.042658259119115305,0.13651077760772867,-0.3124900455969578,0.4444444444444444,-0.6312268564529232
6,225,1.0305783217283828,3.1155555555555554,-0.0003369807225143021,-0.004245957103680207,0.13939138503962134,-0.030460685231539338,0.4888888888888889,-0.3614018467858269,-0.0005430963868599784,-0.006843014474435727,0.1393858574428426,-0.04909403722857475,0.48444444444444446,-0.37115266012521186,-0.0013675590442426843,-0.01723124395745782,0.13936414338218472,-0.12364187472672787,0.4711111111111111,-0.46395904042719827,-0.002398137365971068,-0.030216530811235456,0.13933789288576853,-0.21685795719623419,0.4711111111111111,-0.5632252363753656,-0.0044592940094278334,-0.0561871045187907,0.13928836759638727,-0.4033869122624999,0.4577777777777778,-0.7102009848055897
7,225,1.0332619795305222,3.0755555555555554,-0.0005027038396246087,-0.00633406837927007,0.14914328849969252,-0.042469684308208945,0.47555555555555556,-0.494377183519895,-0.0007093562355307127,-0.00893788856768698,0.14914027052390672,-0.059929410992011475,0.47555555555555556,-0.5021405043595408,-0.0015359658191551305,-0.019353169321354644,0.1491286346408425,-0.12977500510189952,0.4711111111111111,-0.5322750168525423,-0.002569227798685653,-0.03237227026343923,0.14911507102070692,-0.21709589809968868,0.4488888888888889,-0.6159573789255177,-0.004635751757746696,-0.05841047214760836,0.14909121566287953,-0.39177675148671626,0.44,-0.7412464607284308
8,225,1.0327154809202723,3.031111111111111,-0.0007353976209465536,-0.009266010023926574,0.15507551907132508,-0.05975159766942188,0.4666666666666667,-0.5050946002556935,-0.0009419407171306077,-0.011868453035845656,0.15507217664347184,-0.07653502577146737,0.4666666666666667,-0.5132506373889126,-0.0017681131018668261,-0.022278225083522007,0.15505919818173197,-0.14367561128112863,0.4577777777777778,-0.5492932793524595,-0.0028008285827870985,-0.03529044014311744,0.15504385559832393,-0.22761585750644184,0.4533333333333333,-0.6319228066763098,-0.004866259544627643,-0.0613148702623083,0.15501610649346487,-0.39553870658526186,0.43555555555555553,-0.7546702672274672
9,224,1.0298991471874062,3.0357142857142856,0.0006739451926637262,0.00849170942756295,0.1640847086788838,0.05175198527597932,0.5044642857142857,-0.43809395012370544,0.0004679653632262445,0.00589636357665068,0.16407848163142308,0.03593623928027289,0.5,-0.44718457940209166,-0.0003559539545236807,-0.004485019826998377,0.16405393209017782,-0.02733869142821297,0.4955357142857143,-0.4823330169953405,-0.0013858531017110858,-0.01746174908155968,0.16402405242314658,-0.10645846644803134,0.48214285714285715,-0.5234083826557245,-0.0034456513960858986,-0.04341520759068232,0.1639669858007395,-0.26478017741597415,0.45982142857142855,-0.6450564062274404
10,224,1.0303341043645158,3.0223214285714284,0.0010174434295743065,0.012819787212636262,0.16708802222776306,0.07672475286804938,0.5223214285714286,-0.4390246908536105,0.0008113766087014026,0.010223345269637672,0.16707908483042797,0.06118865972969364,0.5178571428571429,-0.4560971234950233,-1.2890674790209597e-05,-0.00016242250235664092,0.16704369263526023,-0.0009723354398737482,0.5,-0.5193779159298211,-0.0010432247791547255,-0.013144632217349541,0.16700025695251802,-0.0787102514524086,0.48214285714285715,-0.5882880862691331,-0.003103892987883758,-0.03910905164733535,0.16691607009336287,-0.23430369302045087,0.46875,-0.7035492898258444
11,224,1.0308083002853667,3.0848214285714284,0.002280483012158049,0.028734085953191418,0.17121208169391175,0.16782744341933434,0.5133928571428571,-0.40579587661698624,0.0020743213521009747,0.026136449036472283,0.17119749615641272,0.1526684070927825,0.5133928571428571,-0.4179194294516555,0.001249674711872683,0.015745901369595805,0.17113949509946141,0.09200623947408948,0.48660714285714285,-0.4640133375195591,0.00021886641158731665,0.0027577167860001897,0.1710677618866166,0.016120610660867826,0.47767857142857145,-0.5298074001165981,-0.0018427501889834194,-0.023218652381191085,0.17092685989064596,-0.13583969421801645,0.45982142857142855,-0.6567698811952773
