offset,rebalances,mean_turnover,mean_names_without_target,gross_return_mean_period_return,gross_return_annualised_return,gross_return_annualised_volatility,gross_return_sharpe,gross_return_hit_rate,gross_return_max_drawdown,net_return_1bp_mean_period_return,net_return_1bp_annualised_return,net_return_1bp_annualised_volatility,net_return_1bp_sharpe,net_return_1bp_hit_rate,net_return_1bp_max_drawdown,net_return_5bp_mean_period_return,net_return_5bp_annualised_return,net_return_5bp_annualised_volatility,net_return_5bp_sharpe,net_return_5bp_hit_rate,net_return_5bp_max_drawdown,net_return_10bp_mean_period_return,net_return_10bp_annualised_return,net_return_10bp_annualised_volatility,net_return_10bp_sharpe,net_return_10bp_hit_rate,net_return_10bp_max_drawdown,net_return_20bp_mean_period_return,net_return_20bp_annualised_return,net_return_20bp_annualised_volatility,net_return_20bp_sharpe,net_return_20bp_hit_rate,net_return_20bp_max_drawdown
0,226,1.7535330945511365,0.8805309734513275,-0.004092724929633241,-0.051568334113378834,0.16002735488084824,-0.3222469942827908,0.4690265486725664,-0.6883292424711982,-0.004443431548543469,-0.055987237511647706,0.16001883942226838,-0.34987903745448906,0.4690265486725664,-0.7122188887199636,-0.0058462580241843785,-0.07366285110472316,0.1599850957589446,-0.46043570968456776,0.4424778761061947,-0.7908758278683421,-0.007599791118735514,-0.09575736809606748,0.15994363244068535,-0.5986944690128807,0.42035398230088494,-0.8597818155143089,-0.01110685730783779,-0.13994640207875614,0.15986309568008467,-0.8754140627854132,0.37610619469026546,-0.9370963404494442
1,226,1.7585922677024306,0.9070796460176991,-0.0008744931125142831,-0.011018613217679966,0.17051369013570142,-0.06462010885408044,0.49557522123893805,-0.4754139683111246,-0.0012262115660547695,-0.015450265732290096,0.1705091848015977,-0.09061251304595601,0.4911504424778761,-0.49684905043706273,-0.0026330853802167143,-0.0331768757907306,0.17049147023160102,-0.19459551698194685,0.4778761061946903,-0.6012037134073285,-0.004391677647919145,-0.05533513836378122,0.17047001742161713,-0.3246033478539683,0.4646017699115044,-0.7160232536990672,-0.007908862183324006,-0.09965166350988247,0.17042941423233737,-0.5847093000861499,0.4247787610619469,-0.8726015383022179
2,226,1.7528804435838463,0.7654867256637168,0.0025667144127348336,0.0323406016004589,0.1801267907944383,0.17954353962463132,0.5,-0.49680032262483187,0.0022161383240180644,0.02792334288262761,0.18012101407704956,0.1550254589988205,0.49557522123893805,-0.5045215035765991,0.0008138339691509877,0.010254308011302445,0.18009818113904455,0.05693732133466479,0.4823008849557522,-0.5541527967654774,-0.0009390464744328575,-0.011831985577854004,0.1800702565069703,-0.06570760661628758,0.4557522123893805,-0.6452901615524533,-0.004444807361600551,-0.056004572756166944,0.18001646358011164,-0.3111080600205412,0.4026548672566372,-0.8040672177931165
3,226,1.7555556595447936,0.915929203539823,0.004483384430693435,0.056490643826737276,0.16375969634743875,0.34496060439001186,0.5265486725663717,-0.3730962213897753,0.004132273298784475,0.052066643564684385,0.16375949904060308,0.3179457916622889,0.5176991150442478,-0.3743382284366775,0.0027278287711486413,0.03437064251647288,0.16375900273591973,0.20988551433657365,0.5,-0.3971516376993979,0.0009722731116038469,0.01225064120620847,0.16375904143486383,0.074808945502293,0.48672566371681414,-0.44203802757072197,-0.0025388382074857407,-0.03198936141432033,0.1637613157522405,-0.19534138002846785,0.45132743362831856,-0.6181545338931802
4,226,1.7574978480302599,0.8584070796460177,0.005136538203861117,0.06472038136865006,0.16904834176143083,0.3828513234396975,0.5309734513274337,-0.3199875698800563,0.004785038634255064,0.06029148679161381,0.1690557430318984,0.3566367265040956,0.5309734513274337,-0.3213570225334689,0.0033790403558308564,0.04257590848346879,0.16908565838668435,0.25180082621851557,0.49557522123893805,-0.35055679603694645,0.0016215425078005975,0.02043143559828753,0.16912375038423283,0.12080760716262075,0.4690265486725664,-0.39536571485141747,-0.0018934531882599226,-0.023857510172075026,0.1692022583908685,-0.14099995117655337,0.4336283185840708,-0.6032131626986597
5,226,1.7529367480775384,0.8141592920353983,0.0073457009393787165,0.09255583183617183,0.17118777223850856,0.5406684754750928,0.5353982300884956,-0.3255793106784247,0.006995113589763208,0.08813843123101642,0.1711974551607237,0.5148349381027321,0.5309734513274337,-0.32841775205091184,0.005592764191301178,0.07046882881039485,0.17123648564281285,0.41152928679807066,0.5132743362831859,-0.33966328529698053,0.0038398274432236393,0.04838182578461785,0.17128594564603603,0.2824623211328695,0.49557522123893805,-0.3867580038062377,0.0003339539470685628,0.0042078197330638915,0.17138710285398184,0.024551554130936355,0.4646017699115044,-0.5369146270073707
6,226,1.7500624689586068,0.9867256637168141,0.006390316346702613,0.08051798596845292,0.17553504822539928,0.45870033809465904,0.5353982300884956,-0.25196145581662355,0.006040303852910891,0.07610782854667722,0.17554148359887703,0.43356035841982654,0.5309734513274337,-0.25887875698278784,0.004640253877744006,0.05846719885957448,0.17556751934059056,0.3330183115827455,0.504424778761062,-0.28593802208425134,0.0028901914087854,0.036416411750696036,0.17560072582877578,0.20738189764776283,0.48672566371681414,-0.33359375304530825,-0.0006099335291318144,-0.007685162467060862,0.17566934324681707,-0.04374788637003747,0.4469026548672566,-0.5763095760468642
7,226,1.7575398697771871,0.8849557522123894,0.0021491394015377995,0.027079156459376273,0.15141333399124748,0.17884261409197688,0.5221238938053098,-0.45666752812137834,0.0017976314275823628,0.022650155987537772,0.15141748013174922,0.14958745825006298,0.5221238938053098,-0.4649852674588194,0.00039159953176061163,0.0049341541001837064,0.151434439576963,0.03258277386549206,0.5088495575221239,-0.497030229516779,-0.0013659403380165752,-0.017210848259008846,0.15145648213248253,-0.1136356002508636,0.49557522123893805,-0.5350499394097066,-0.004881020077570949,-0.06150085297739395,0.15150337649968867,-0.40593717709994626,0.46017699115044247,-0.7463498290476872
8,225,1.7559492617604484,0.8088888888888889,0.0007082852108469788,0.008924393656671933,0.14464044923402353,0.06170053884603577,0.4888888888888889,-0.43808731513264443,0.00035709535849489044,0.004499401517035619,0.14463942247675918,0.031107712129855802,0.4888888888888889,-0.447242933566935,-0.0010476640509134688,-0.013200567041509707,0.14463565593921734,-0.09126772341017489,0.48,-0.4824282354801295,-0.0028036133126739166,-0.035325527739691345,0.14463171392127444,-0.24424468729534418,0.4666666666666667,-0.5867040827482238,-0.006315511836194815,-0.07957544913605466,0.14462638397938088,-0.5502139163446111,0.41333333333333333,-0.8090731712035822
9,225,1.760740441045699,0.9244444444444444,3.057314633643745e-05,0.00038522164383911184,0.16889781274144483,0.002280797113866855,0.48,-0.44062266873892497,-0.0003215749418727027,-0.004051844267596054,0.16889273646254543,-0.023990636616244378,0.48,-0.4455213847737064,-0.0017301672947092615,-0.021800107913336694,0.16887272376109416,-0.12909194230903456,0.4711111111111111,-0.5232663352808264,-0.003490907735754961,-0.043985437470512506,0.16884836600992328,-0.26050259478334226,0.4444444444444444,-0.6691157796167135,-0.007012388617846358,-0.08835609658486411,0.1688018454517959,-0.5234308685925808,0.4,-0.8478232667264352
